"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.31,355.480853401642,NA,355.480853401642,NA,NA,NA
"spike","multistart_eb","matern05",0,3.17,354.872267625893,NA,354.872267625893,NA,NA,NA
"spike","multistart_eb","matern15",0,2.86,355.284733605388,NA,355.284733605388,NA,NA,NA
"spike","multistart_eb","matern25",0,2.83,355.373518638743,NA,355.373518638743,NA,NA,NA
"mixture","multistart_eb","rbf",0,3.66,309.452003069824,NA,309.452003069824,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.59,307.539908163262,NA,307.539908163262,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.48,309.058697659459,NA,309.058697659459,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.08,309.35348263538,NA,309.35348263538,NA,NA,NA
"dipole","multistart_eb","rbf",0,3.61,296.245458436432,NA,296.245458436432,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.64,291.947615047709,NA,291.947615047709,NA,NA,NA
"dipole","multistart_eb","matern15",0,3.78,294.296004026247,NA,294.296004026247,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.2,294.986155734997,NA,294.986155734997,NA,NA,NA
"ring","multistart_eb","rbf",0,4.63,278.300875725458,NA,278.300875725458,NA,NA,NA
"ring","multistart_eb","matern05",0,4.56,278.309342238121,NA,278.309342238121,NA,NA,NA
"ring","multistart_eb","matern15",0,4.47,278.265479194746,NA,278.265479194746,NA,NA,NA
"ring","multistart_eb","matern25",0,4.19,278.246596514895,NA,278.246596514895,NA,NA,NA
"edge","multistart_eb","rbf",0,3.64,263.231175590861,NA,263.231175590861,NA,NA,NA
"edge","multistart_eb","matern05",0,3.55,268.067956006614,NA,268.067956006614,NA,NA,NA
"edge","multistart_eb","matern15",0,2.87,267.158973812718,NA,267.158973812718,NA,NA,NA
"edge","multistart_eb","matern25",0,3.25,266.205277090235,NA,266.205277090235,NA,NA,NA
"sine","multistart_eb","rbf",0,3.14,346.341888403578,NA,346.341888403578,NA,NA,NA
"sine","multistart_eb","matern05",0,4.19999999999999,281.619526677476,NA,281.619526677476,NA,NA,NA
"sine","multistart_eb","matern15",0,4.11,312.293956572112,NA,312.293956572112,NA,NA,NA
"sine","multistart_eb","matern25",0,4.42999999999999,326.602202270511,NA,326.602202270511,NA,NA,NA
