"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0439690519962671,0.0104647677822518,0.932778108268888,0.0898477892986657,0.134861317668055,0.012813331255745,-0.54837708138573
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0454055548835079,0.0100163637930923,0.969660916121356,0.157185373610894,0.155470330160619,0.0152875289113882,-1.6395617800439
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442487250906428,0.0103422384476967,0.957168352171327,0.11957066709295,0.141040675193337,0.0138414097714471,-1.42732994829875
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0440847638785037,0.0103818223954275,0.94883997620464,0.108410899529472,0.136794690660321,0.0134440021260087,-1.23144383807286
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0631834401354764,0.0229861968550456,0.891136228435455,0.102701999573997,0.0825710142772159,0.0207706078538721,2.91187886756271
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0482584245836311,0.0185264112861626,0.984533016061868,0.27994851762036,0.163919170136823,0.0232450352490419,-1.44074297697877
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0558493409679323,0.0190815404357207,0.940511600237954,0.151388030313788,0.122889277215943,0.0194915219440053,-0.793886882102698
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0588299879777827,0.0202069921480925,0.923854848304581,0.128088287249584,0.105117117787032,0.0196595895024608,0.120271836941241
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0347446321566333,0.0167350135716061,0.96192742415229,0.193788866279557,0.124086481261154,0.0188516291020691,-1.45856886456602
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0405403750314261,0.0163642652449272,0.990481856038073,0.475673298015917,0.177080978584176,0.0330849930660052,-1.13423271700964
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0329766586492461,0.0137888004252933,0.980963712076145,0.302222839717801,0.167888533610946,0.0227633416346468,-1.53745106979879
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0328768895644917,0.0142214636335604,0.979773944080904,0.25761336243154,0.155767772159429,0.0206851987935637,-1.62479691618378
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.160572472243851,0.102154851585389,0.69244497323022,0.277969306734762,0.169959473527662,0.0885641927675676,2.4706876920157
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.158561552210225,0.096370632168234,0.894110648423557,0.56369734311696,0.0632372843545509,0.0832897479149648,-0.359471876888137
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158063030763283,0.0983720365765851,0.774538964901844,0.380213679142505,0.115438355145747,0.0840196957655462,0.261702767198115
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.158844581844954,0.0995427092107043,0.741820345032719,0.337817827576417,0.136928539559786,0.0853943678934406,0.779577764928446
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.192604778846665,0.128780473654146,0.70553242117787,0.269086665664493,0.225506766805473,0.106128999379993,4.63386386465695
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.171160855602061,0.102388180548221,0.895895300416419,0.578567975456057,0.0849505502676978,0.0856714990145218,-0.340852111484354
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.181097209821731,0.113644236515013,0.804878048780488,0.341281651878217,0.103109384295062,0.0924816983974804,0.953275534101193
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.185147068044658,0.118723961617217,0.777513384889946,0.302201903841448,0.147948765615705,0.0969919597628629,2.04015632296147
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0449968810552556,0.0318796970598102,0.271861986912552,0.0259547380468945,0.594929729327781,0.0290274857475169,30.8310689486054
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0571487953758481,0.0414684960531491,1,0.449170200549754,0.162060157644259,0.0362676835405987,-1.1618129824846
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0438966219173316,0.0336998488922602,0.801903628792386,0.107323391542379,0.163861912552052,0.0247741451776948,-0.989641739320475
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0430117256469318,0.032000699960364,0.465199286139203,0.0559888781893623,0.437657272456871,0.0264649298280398,5.96823953460969
