"source","chains","pooled_retained_draws","max_Rhat_hyperparameters","min_ESS_hyperparameters","max_Rhat_downstream","min_ESS_downstream","mean_sampling_acceptance","min_ESS_per_second","total_sampling_seconds"
"edge",4,480,1.00431752673418,885.025725403753,1.00355043033128,899.552259327739,0.225446428571429,23.1924980451717,38.16
