"source","source_label","sampler","kernel","noise_ratio","sigma_noise","RMSE","MAE","Coverage95","Width95","Calibration_MAE","CRPS","NLPD"
"edge","Moving-edge source","four-chain ARWM","Matern 0.5",0.01,0.000491841127174942,0.199255195529489,0.130132858935364,0.914336704342653,0.744683646438359,0.0683681588340274,0.103414194081893,-0.230419615077443
