"retained_draws","RMSE","mean_within_variance","mean_between_variance","mean_total_variance","mean_interval_width","mean_abs_change_from_Smax","mean_abs_sd_change_from_Smax","source"
120,0.199386121966528,0.0371313348460404,0.000426505086933649,0.037557839932974,0.751078558816031,0.000483489057235842,0.00106727742559355,"edge"
240,0.199315889022507,0.037461515240962,0.000404423794371403,0.0378659390353334,0.754113892018129,0.00074499184252845,0.00184159712000636,"edge"
480,0.199255195529489,0.0367839633253231,0.000358607397724682,0.0371425707230477,0.746894831307704,0,0,"edge"
