"source","chain","retained_draws","warmup_acceptance_rate","sampling_acceptance_rate","final_scale","final_cov_11","final_cov_22","final_cov_33","final_cov_12","final_cov_13","final_cov_23","runtime_seconds","initial_log_ell","initial_log_sigma_f","initial_log_sigma_n"
"edge",1,700,0.261050875729775,0.2275,3.26853681896508,0.350979788869075,0.100787841625063,0.128491847944327,0.112272035318677,0.0295742644830661,-0.0105290715025314,9.77,-0.594914315179796,-0.656700379794908,-7.61368334586167
"edge",2,700,0.271059216013344,0.2225,2.82861596877619,0.380065332894294,0.0928333497029882,0.124243321490998,0.105097232648762,0.0574687958883769,-0.00905182107472325,9.64,-0.944914315179796,-0.406700379794908,-7.76368334586167
"edge",3,700,0.271893244370309,0.219285714285714,3.00072838565873,0.433005634978657,0.119582921984729,0.110714475150749,0.134056916604769,0.0378420453092333,-0.0146751098823467,9.45,-0.244914315179796,-0.906700379794908,-7.46368334586167
"edge",4,700,0.263552960800667,0.2325,2.85139301383174,0.446134154002916,0.0870697768131977,0.127639062007086,0.103151200486652,0.0420127978486071,-0.0252892111944012,9.3,-0.794914315179796,-0.956700379794908,-7.36368334586167
