"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.38,355.571305023748,NA,355.571305023748,NA,NA,NA
"spike","multistart_eb","matern05",0,3.3,354.91001325986,NA,354.91001325986,NA,NA,NA
"spike","multistart_eb","matern15",0,3.13,355.347241545313,NA,355.347241545313,NA,NA,NA
"spike","multistart_eb","matern25",0,2.45,355.444440067171,NA,355.444440067171,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.5,308.957849098379,NA,308.957849098379,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.56,307.267612788699,NA,307.267612788699,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.81,308.71763040061,NA,308.71763040061,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.57,308.993972959593,NA,308.993972959593,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.15,296.064122505353,NA,296.064122505353,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.87,291.73246023384,NA,291.73246023384,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.3,294.057868176062,NA,294.057868176062,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.03,294.750430635508,NA,294.750430635508,NA,NA,NA
"ring","multistart_eb","rbf",0,5.66,277.949094678162,NA,277.949094678162,NA,NA,NA
"ring","multistart_eb","matern05",0,4.59,277.978047415648,NA,277.978047415648,NA,NA,NA
"ring","multistart_eb","matern15",0,4.49,277.926027279561,NA,277.926027279561,NA,NA,NA
"ring","multistart_eb","matern25",0,3.69,277.903979141945,NA,277.903979141945,NA,NA,NA
"edge","multistart_eb","rbf",0,3.7,262.790962399898,NA,262.790962399898,NA,NA,NA
"edge","multistart_eb","matern05",0,3.83999999999999,267.948485516555,NA,267.948485516555,NA,NA,NA
"edge","multistart_eb","matern15",0,2.91,266.856175769275,NA,266.856175769275,NA,NA,NA
"edge","multistart_eb","matern25",0,3.31999999999999,265.846074436095,NA,265.846074436095,NA,NA,NA
"sine","multistart_eb","rbf",0,2.39,343.826016565259,NA,343.826016565259,NA,NA,NA
"sine","multistart_eb","matern05",0,4.47,281.474941780855,NA,281.474941780855,NA,NA,NA
"sine","multistart_eb","matern15",0,3.86,312.127210466643,NA,312.127210466643,NA,NA,NA
"sine","multistart_eb","matern25",0,3.45,325.396867932809,NA,325.396867932809,NA,NA,NA
