"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.61,355.523779400781,NA,355.523779400781,NA,NA,NA
"spike","multistart_eb","matern05",0,2.71,354.893452634822,NA,354.893452634822,NA,NA,NA
"spike","multistart_eb","matern15",0,6.17,355.323166301928,NA,355.323166301928,NA,NA,NA
"spike","multistart_eb","matern25",0,6.33,355.415673731932,NA,355.415673731932,NA,NA,NA
"mixture","multistart_eb","rbf",0,12.59,309.67665296543,NA,309.67665296543,NA,NA,NA
"mixture","multistart_eb","matern05",0,8.23,307.546988826528,NA,307.546988826528,NA,NA,NA
"mixture","multistart_eb","matern15",0,9.85,309.296428785537,NA,309.296428785537,NA,NA,NA
"mixture","multistart_eb","matern25",0,8.44,309.63847087959,NA,309.63847087959,NA,NA,NA
"dipole","multistart_eb","rbf",0,11.54,296.360190834494,NA,296.360190834494,NA,NA,NA
"dipole","multistart_eb","matern05",0,11.95,291.900900099888,NA,291.900900099888,NA,NA,NA
"dipole","multistart_eb","matern15",0,11.74,294.277103427921,NA,294.277103427921,NA,NA,NA
"dipole","multistart_eb","matern25",0,9.7,294.989290430902,NA,294.989290430902,NA,NA,NA
"ring","multistart_eb","rbf",0,17.5,278.211700762594,NA,278.211700762594,NA,NA,NA
"ring","multistart_eb","matern05",0,12.08,278.170973418799,NA,278.170973418799,NA,NA,NA
"ring","multistart_eb","matern15",0,12.72,278.146772276945,NA,278.146772276945,NA,NA,NA
"ring","multistart_eb","matern25",0,12.12,278.136003427198,NA,278.136003427198,NA,NA,NA
"edge","multistart_eb","rbf",0,9.54999999999998,263.063482217638,NA,263.063482217638,NA,NA,NA
"edge","multistart_eb","matern05",0,10.16,268.580466689603,NA,268.580466689603,NA,NA,NA
"edge","multistart_eb","matern15",0,6.63,267.302751551896,NA,267.302751551896,NA,NA,NA
"edge","multistart_eb","matern25",0,7.82999999999998,266.224251826487,NA,266.224251826487,NA,NA,NA
"sine","multistart_eb","rbf",0,6.04999999999998,340.224264642645,NA,340.224264642645,NA,NA,NA
"sine","multistart_eb","matern05",0,10.32,281.258738281642,NA,281.258738281642,NA,NA,NA
"sine","multistart_eb","matern15",0,11.5,310.410393164377,NA,310.410393164377,NA,NA,NA
"sine","multistart_eb","matern25",0,5.70000000000002,322.621282075793,NA,322.621282075793,NA,NA,NA
