"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.63750642308414,"ell",0.0715394364149023
"spike","multistart_eb","rbf","log_sigma_f",-3.10364347792428,"sigma_f",0.044885365268848
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.66235924787361,"ell",0.0697833910659101
"spike","multistart_eb","matern05","log_sigma_f",-2.95663906076831,"sigma_f",0.0519933704035319
"spike","multistart_eb","matern05","log_sigma_n",-13.4070510782222,"sigma_n",1.5044982888641e-06
"spike","multistart_eb","matern15","log_ell",-2.63012768380906,"ell",0.0720692595736844
"spike","multistart_eb","matern15","log_sigma_f",-3.03545307799399,"sigma_f",0.048052886237408
"spike","multistart_eb","matern15","log_sigma_n",-13.2792453690984,"sigma_n",1.70960985389457e-06
"spike","multistart_eb","matern25","log_ell",-2.62670082897025,"ell",0.0723166541150715
"spike","multistart_eb","matern25","log_sigma_f",-3.05994478588675,"sigma_f",0.0468902841539745
"spike","multistart_eb","matern25","log_sigma_n",-13.4310609770206,"sigma_n",1.46880564029039e-06
"mixture","multistart_eb","rbf","log_ell",-1.5710792225631,"ell",0.207820776415835
"mixture","multistart_eb","rbf","log_sigma_f",-1.68618332371842,"sigma_f",0.18522512094474
"mixture","multistart_eb","rbf","log_sigma_n",-8.77394119915277,"sigma_n",0.000154712624225735
"mixture","multistart_eb","matern05","log_ell",-0.900965731749053,"ell",0.406177212042088
"mixture","multistart_eb","matern05","log_sigma_f",-1.62433966384025,"sigma_f",0.197041746044121
"mixture","multistart_eb","matern05","log_sigma_n",-10.3010594918805,"sigma_n",3.3597480064752e-05
"mixture","multistart_eb","matern15","log_ell",-1.20818273306301,"ell",0.298739676177063
"mixture","multistart_eb","matern15","log_sigma_f",-1.64100462209019,"sigma_f",0.193785263511265
"mixture","multistart_eb","matern15","log_sigma_n",-8.9982719974498,"sigma_n",0.00012362324089943
"mixture","multistart_eb","matern25","log_ell",-1.33131220998661,"ell",0.264130439197795
"mixture","multistart_eb","matern25","log_sigma_f",-1.65336208498285,"sigma_f",0.191405304720764
"mixture","multistart_eb","matern25","log_sigma_n",-8.89792553495939,"sigma_n",0.000136672154213368
"dipole","multistart_eb","rbf","log_ell",-2.29785807317039,"ell",0.100473820980667
"dipole","multistart_eb","rbf","log_sigma_f",-1.79456529992251,"sigma_f",0.166199683661583
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16794981996338,"ell",0.114411941703585
"dipole","multistart_eb","matern05","log_sigma_f",-1.66013550232025,"sigma_f",0.190113217574028
"dipole","multistart_eb","matern05","log_sigma_n",-16.3610136698864,"sigma_n",7.84335811826476e-08
"dipole","multistart_eb","matern15","log_ell",-2.17860066513268,"ell",0.113199824322834
"dipole","multistart_eb","matern15","log_sigma_f",-1.74072148913711,"sigma_f",0.175393810226897
"dipole","multistart_eb","matern15","log_sigma_n",-16.4011508427609,"sigma_n",7.53478200891949e-08
"dipole","multistart_eb","matern25","log_ell",-2.20387629770618,"ell",0.110374483705791
"dipole","multistart_eb","matern25","log_sigma_f",-1.76061491913393,"sigma_f",0.171939102665003
"dipole","multistart_eb","matern25","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"ring","multistart_eb","rbf","log_ell",-2.11572512157357,"ell",0.120545847459319
"ring","multistart_eb","rbf","log_sigma_f",-1.55350841670062,"sigma_f",0.211504624243233
"ring","multistart_eb","rbf","log_sigma_n",-8.21202114867455,"sigma_n",0.000271371684113901
"ring","multistart_eb","matern05","log_ell",-1.92059000548642,"ell",0.146520488730744
"ring","multistart_eb","matern05","log_sigma_f",-1.41138341478161,"sigma_f",0.243805765244155
"ring","multistart_eb","matern05","log_sigma_n",-8.62499379461692,"sigma_n",0.00017956131966915
"ring","multistart_eb","matern15","log_ell",-2.00397546706587,"ell",0.134798330301792
"ring","multistart_eb","matern15","log_sigma_f",-1.50571574442671,"sigma_f",0.22185844304632
"ring","multistart_eb","matern15","log_sigma_n",-8.3324644882822,"sigma_n",0.000240578411002291
"ring","multistart_eb","matern25","log_ell",-2.03631959599937,"ell",0.130508150791243
"ring","multistart_eb","matern25","log_sigma_f",-1.52734358823854,"sigma_f",0.217111639880891
"ring","multistart_eb","matern25","log_sigma_n",-8.28077748899503,"sigma_n",0.000253340154262259
"edge","multistart_eb","rbf","log_ell",-1.67757919319197,"ell",0.186825697974612
"edge","multistart_eb","rbf","log_sigma_f",-0.6959210608035,"sigma_f",0.498614981703742
"edge","multistart_eb","rbf","log_sigma_n",-8.05866911294569,"sigma_n",0.000316347548115318
"edge","multistart_eb","matern05","log_ell",-0.00442211493147749,"ell",0.995587648222192
"edge","multistart_eb","matern05","log_sigma_f",-0.466590374132424,"sigma_f",0.627136929313616
"edge","multistart_eb","matern05","log_sigma_n",-8.88712254557549,"sigma_n",0.000138156625973718
"edge","multistart_eb","matern15","log_ell",-1.07760356405901,"ell",0.340410320479866
"edge","multistart_eb","matern15","log_sigma_f",-0.62131187380019,"sigma_f",0.537239185083328
