"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.22,355.641180536782,NA,355.641180536782,NA,NA,NA
"spike","multistart_eb","matern05",0,3.58,355.002879997497,NA,355.002879997497,NA,NA,NA
"spike","multistart_eb","matern15",0,2.84,355.432397604508,NA,355.432397604508,NA,NA,NA
"spike","multistart_eb","matern25",0,3.03,355.527113274645,NA,355.527113274645,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.43,308.576835087784,NA,308.576835087784,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.39,306.595633128899,NA,306.595633128899,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.78,308.151153435147,NA,308.151153435147,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.81,308.47431536872,NA,308.47431536872,NA,NA,NA
"dipole","multistart_eb","rbf",0,3.5,296.253685987502,NA,296.253685987502,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.25,291.903168926001,NA,291.903168926001,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.25,294.249198931543,NA,294.249198931543,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.92,294.945391518894,NA,294.945391518894,NA,NA,NA
"ring","multistart_eb","rbf",0,6.25,277.918978215102,NA,277.918978215102,NA,NA,NA
"ring","multistart_eb","matern05",0,4.76,277.918555155554,NA,277.918555155554,NA,NA,NA
"ring","multistart_eb","matern15",0,4.72,277.879060115194,NA,277.879060115194,NA,NA,NA
"ring","multistart_eb","matern25",0,4,277.861750210207,NA,277.861750210207,NA,NA,NA
"edge","multistart_eb","rbf",0,4.25,262.711316760534,NA,262.711316760534,NA,NA,NA
"edge","multistart_eb","matern05",0,4.23,267.278595571153,NA,267.278595571153,NA,NA,NA
"edge","multistart_eb","matern15",0,3.2,266.379624370489,NA,266.379624370489,NA,NA,NA
"edge","multistart_eb","matern25",0,2.72,265.480756458188,NA,265.480756458188,NA,NA,NA
"sine","multistart_eb","rbf",0,2.11999999999999,343.318758428702,NA,343.318758428702,NA,NA,NA
"sine","multistart_eb","matern05",0,5.56,281.534574795172,NA,281.534574795172,NA,NA,NA
"sine","multistart_eb","matern15",0,4.2,312.103977426827,NA,312.103977426827,NA,NA,NA
"sine","multistart_eb","matern25",0,2.7,326.674813137798,NA,326.674813137798,NA,NA,NA
