"source","chains","pooled_retained_draws","max_Rhat_hyperparameters","min_ESS_hyperparameters","max_Rhat_downstream","min_ESS_downstream","mean_sampling_acceptance","min_ESS_per_second","total_sampling_seconds"
"sine",4,480,1.00715067270926,620.251560819847,1.00272039349011,575.976599211658,0.2275,15.169254653981,37.97
