"iteration","batch","batch_acceptance","gain","log_scale","scale","min_eigenvalue","max_eigenvalue","source","chain"
750,14,0.18,0.205268911144867,1.14283252832805,3.13563758037748,0.0307737402250231,0.498793659205132,"sine",3
800,15,0.24,0.196945129270852,1.14401419910368,3.13934506174894,0.0322489611676477,0.48382171696162,"sine",3
850,16,0.24,0.1894645708138,1.14515098652856,3.14291585897166,0.0334093740487057,0.496185620408105,"sine",3
900,17,0.22,0.182696676564573,1.14259323305666,3.13488732690131,0.0338806240898357,0.481973311846147,"sine",3
950,18,0.18,0.176537306841469,1.13306021848722,3.10514439548841,0.0334412956154933,0.472715316321125,"sine",3
1000,19,0.26,0.170902273217667,1.13750367759088,3.11897267757117,0.0349471091173622,0.488195486260561,"sine",3
1050,20,0.16,0.165722700866999,1.12524019772672,3.08095679886653,0.0337319571442497,0.475631870156179,"sine",3
1100,21,0.24,0.160941640249306,1.12620584756822,3.08393336123821,0.0335763933858045,0.484442094278661,"sine",3
1150,22,0.2,0.156511549654616,1.12088445487996,3.06756612766005,0.0330541748319786,0.479219640978875,"sine",3
1200,23,0.18,0.152392396370317,1.11265526547596,3.04242612776892,0.0323292408186158,0.468137217601771,"sine",3
100,1,0.72,1,1.12158868669866,3.06972716617984,0.0297713048579231,0.194882560147309,"sine",4
150,2,0.18,0.659753955386447,1.08596197310779,2.96228809001978,0.0348907097702889,0.453540449557147,"sine",4
200,3,0.2,0.517281857971787,1.06837438993675,2.91064407973985,0.0286780247901546,0.424270301640703,"sine",4
250,4,0.16,0.435275281648062,1.03616401909479,2.81838498092706,0.0230153982589695,0.371591790825436,"sine",4
300,5,0.32,0.380730787743176,1.0689068668407,2.91219434319106,0.023734690951982,0.363022678768327,"sine",4
350,6,0.22,0.341278751846537,1.06412896431485,2.89831334990607,0.0239929172243593,0.363799285021105,"sine",4
400,7,0.32,0.311129489211826,1.09088610038707,2.97691074597616,0.0286748304443967,0.435894608729398,"sine",4
450,8,0.26,0.287174588749259,1.09835263969455,2.99922115419696,0.027594661202728,0.429831760983525,"sine",4
500,9,0.18,0.267580520586744,1.08390329158287,2.95619595529159,0.0252935679545,0.389979893548903,"sine",4
550,10,0.2,0.251188643150958,1.07536287771573,2.93105632259898,0.02890476559198,0.49981815434687,"sine",4
600,11,0.28,0.237227148661716,1.08627532655417,2.96321647865126,0.0284867760033646,0.47964438502916,"sine",4
650,12,0.12,0.225160006420102,1.06060708582228,2.88812379617166,0.0283925448011741,0.46966052827198,"sine",4
700,13,0.3,0.214602110453007,1.07477082511218,2.9293214966768,0.027735909751045,0.485667294157279,"sine",4
750,14,0.28,0.205268911144867,1.08421319502484,2.9571122325647,0.0282423766319702,0.496279178926427,"sine",4
800,15,0.28,0.196945129270852,1.0932726709713,2.98402383816651,0.0282944713474247,0.501354121384391,"sine",4
850,16,0.18,0.1894645708138,1.08304158414736,2.95364967648734,0.0276954135607378,0.489557871991638,"sine",4
900,17,0.28,0.182696676564573,1.09144563126933,2.97857688555707,0.0277584077994597,0.488360483488704,"sine",4
950,18,0.24,0.176537306841469,1.09250485511038,2.98173353671159,0.0275069197290202,0.493806293646233,"sine",4
1000,19,0.38,0.170902273217667,1.11745658700016,3.05706891806443,0.0274156540179225,0.502925912935516,"sine",4
1050,20,0.22,0.165722700866999,1.11513646918802,3.04998437967453,0.0271435956900398,0.496200085857468,"sine",4
1100,21,0.28,0.160941640249306,1.12253978463949,3.07264816622487,0.0286409915137547,0.519472047531155,"sine",4
1150,22,0.36,0.156511549654616,1.14226023989597,3.13384360464776,0.0295515149896913,0.540929344229773,"sine",4
1200,23,0.2,0.152392396370317,1.13707889841938,3.11764808429099,0.0288651400180459,0.545707711383836,"sine",4
