"retained_draws","RMSE","mean_within_variance","mean_between_variance","mean_total_variance","mean_interval_width","mean_abs_change_from_Smax","mean_abs_sd_change_from_Smax","source"
120,0.0864601402349596,0.0276214745684105,6.68476137010044e-05,0.0276883221821115,0.643546439968471,3.16520539845919e-05,0.000750370791222472,"sine"
240,0.0864765377498636,0.0274604564185502,6.62817649338039e-05,0.027526738183484,0.641687971342081,0.000116194435893665,0.000276271651837415,"sine"
480,0.0864758521304466,0.0273685650969694,6.69877391065471e-05,0.027435552836076,0.640604986466879,0,0,"sine"
