"source","chain","retained_draws","warmup_acceptance_rate","sampling_acceptance_rate","final_scale","final_cov_11","final_cov_22","final_cov_33","final_cov_12","final_cov_13","final_cov_23","runtime_seconds","initial_log_ell","initial_log_sigma_f","initial_log_sigma_n"
"sine",1,700,0.298582151793161,0.189285714285714,3.81088756812212,0.574022941237533,0.116668088505935,0.217228882612508,0.20547736804314,0.0126917166967882,0.0113874712570776,9.3,-0.681344946805643,-0.747115139458209,-8.49143811627133
"sine",2,700,0.253544620517098,0.25,2.54633169570543,0.41814732080745,0.0887920003329597,0.139973694710664,0.144666763870451,-0.00712293323849816,-0.00917027911184575,9.67,-1.03134494680564,-0.497115139458209,-8.64143811627133
"sine",3,700,0.26605504587156,0.239642857142857,3.04242612776892,0.417729284430622,0.0815636862316061,0.200212106332356,0.137422430635551,0.0200896146452394,0.000920428802538654,9.61,-0.331344946805643,-0.997115139458209,-8.34143811627133
"sine",4,700,0.281067556296914,0.231071428571429,3.11764808429099,0.464368391242045,0.110182779387227,0.198167572039661,0.187964014464196,-0.00525759356203359,-0.00796983326758388,9.39,-0.881344946805642,-1.04711513945821,-8.24143811627133
