"quantity","type","rank_split_Rhat","bulk_ESS","MCSE_mean","posterior_mean","posterior_sd","ESS_per_second","source"
"log_ell","hyperparameter",1.00270741790463,1012.84833434864,0.0118474681202463,-0.631850798569615,0.377048969235188,26.6749627165827,"sine"
"log_sigma_f","hyperparameter",1.00715067270926,921.876294848573,0.0059405049743444,-0.70195300899121,0.180368082253105,24.2790701830017,"sine"
"log_sigma_n","hyperparameter",1.00278644080767,620.251560819847,0.0105661537299299,-8.50687746825135,0.263148475268835,16.3353057893033,"sine"
"mu_f(0.25,0.25)","downstream_posterior_mean",1.00270859457931,575.976599211658,0.000185209423795278,-0.047063711409001,0.00444493587753364,15.169254653981,"sine"
"mu_f(0.5,0.5)","downstream_posterior_mean",1.0025688230345,586.551344753758,0.000566262115501288,-0.885638298533914,0.0137142014471424,15.4477573019162,"sine"
"mu_f(0.75,0.25)","downstream_posterior_mean",1.00260071428958,581.226089171589,0.000248078584904404,-0.0260876386547664,0.00598083506491883,15.3075082742057,"sine"
"mu_f(0.75,0.75)","downstream_posterior_mean",1.00272039349011,584.786308835954,9.64091997077516e-05,0.0131749573008264,0.00233140152347605,15.4012722895958,"sine"
