"nominal","empirical","source","sampler"
0.5,0.848304580606782,"sine","ARWM"
0.6,0.895895300416419,"sine","ARWM"
0.7,0.927424152290303,"sine","ARWM"
0.8,0.966091612135634,"sine","ARWM"
0.9,0.993456276026175,"sine","ARWM"
0.95,0.998810232004759,"sine","ARWM"
0.975,1,"sine","ARWM"
0.99,1,"sine","ARWM"
