"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.78,354.232419610205,NA,354.232419610205,NA,NA,NA
"spike","multistart_eb","matern05",0,5.13,353.670196818058,NA,353.670196818058,NA,NA,NA
"spike","multistart_eb","matern15",0,5.62,354.026598887126,NA,354.026598887126,NA,NA,NA
"spike","multistart_eb","matern25",0,5.09,354.108512407141,NA,354.108512407141,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.63,298.894479891056,NA,298.894479891056,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.75,298.044039544902,NA,298.044039544902,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.94,298.695926971912,NA,298.695926971912,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.9,298.793465596318,NA,298.793465596318,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.8,294.350181380496,NA,294.350181380496,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.36,291.009985753665,NA,291.009985753665,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.42,293.033996375217,NA,293.033996375217,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.47000000000001,293.565640079572,NA,293.565640079572,NA,NA,NA
"ring","multistart_eb","rbf",0,2.93,274.702933766153,NA,274.702933766153,NA,NA,NA
"ring","multistart_eb","matern05",0,2.11,275.364080753717,NA,275.364080753717,NA,NA,NA
"ring","multistart_eb","matern15",0,1.99,275.114964891123,NA,275.114964891123,NA,NA,NA
"ring","multistart_eb","matern25",0,2.05,274.982309001124,NA,274.982309001124,NA,NA,NA
"edge","multistart_eb","rbf",0,1.41999999999999,244.979631104205,NA,244.979631104205,NA,NA,NA
"edge","multistart_eb","matern05",0,1.92,248.728336356717,NA,248.728336356717,NA,NA,NA
"edge","multistart_eb","matern15",0,1.38,247.30362156698,NA,247.30362156698,NA,NA,NA
"edge","multistart_eb","matern25",0,1.56,246.612331656381,NA,246.612331656381,NA,NA,NA
"sine","multistart_eb","rbf",0,2.33000000000001,289.458290848263,NA,289.458290848263,NA,NA,NA
"sine","multistart_eb","matern05",0,3.94000000000001,273.150204968166,NA,273.150204968166,NA,NA,NA
"sine","multistart_eb","matern15",0,2.08,282.830758450253,NA,282.830758450253,NA,NA,NA
"sine","multistart_eb","matern25",0,1.86,285.714079247008,NA,285.714079247008,NA,NA,NA
