"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.64081128794687,"ell",0.0713033984967422
"spike","multistart_eb","rbf","log_sigma_f",-3.10170855373629,"sigma_f",0.0449722991258817
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.66841373861085,"ell",0.0693621646136508
"spike","multistart_eb","matern05","log_sigma_f",-2.95452696655695,"sigma_f",0.0521033013515833
"spike","multistart_eb","matern05","log_sigma_n",-16.6446683288018,"sigma_n",5.90625769520289e-08
"spike","multistart_eb","matern15","log_ell",-2.63594855851305,"ell",0.0716509720244586
"spike","multistart_eb","matern15","log_sigma_f",-3.03317731676904,"sigma_f",0.0481623676621938
"spike","multistart_eb","matern15","log_sigma_n",-13.1284047929527,"sigma_n",1.9879535942146e-06
"spike","multistart_eb","matern25","log_ell",-2.63187231380949,"ell",0.0719436349973899
"spike","multistart_eb","matern25","log_sigma_f",-3.05778489218114,"sigma_f",0.0469916716372511
"spike","multistart_eb","matern25","log_sigma_n",-13.0264339125047,"sigma_n",2.20136284916226e-06
"mixture","multistart_eb","rbf","log_ell",-1.57623933221914,"ell",0.206751160461896
"mixture","multistart_eb","rbf","log_sigma_f",-1.68760171215682,"sigma_f",0.184962586006965
"mixture","multistart_eb","rbf","log_sigma_n",-8.71738078598426,"sigma_n",0.000163715435608281
"mixture","multistart_eb","matern05","log_ell",-0.946092605989194,"ell",0.388255129190711
"mixture","multistart_eb","matern05","log_sigma_f",-1.61920338647374,"sigma_f",0.198056410673386
"mixture","multistart_eb","matern05","log_sigma_n",-10.4072370295058,"sigma_n",3.02130372564095e-05
"mixture","multistart_eb","matern15","log_ell",-1.24187954822432,"ell",0.288840817180016
"mixture","multistart_eb","matern15","log_sigma_f",-1.64669044938668,"sigma_f",0.19268656044823
"mixture","multistart_eb","matern15","log_sigma_n",-8.96010610757418,"sigma_n",0.000128432625337043
"mixture","multistart_eb","matern25","log_ell",-1.35493433972112,"ell",0.257964231899167
"mixture","multistart_eb","matern25","log_sigma_f",-1.65929773047736,"sigma_f",0.190272555809897
"mixture","multistart_eb","matern25","log_sigma_n",-8.85122822103888,"sigma_n",0.000143205739914549
"dipole","multistart_eb","rbf","log_ell",-2.30195678992542,"ell",0.100062850049235
"dipole","multistart_eb","rbf","log_sigma_f",-1.79553913880371,"sigma_f",0.16603791073076
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16825598188818,"ell",0.114376918484955
"dipole","multistart_eb","matern05","log_sigma_f",-1.66010707764079,"sigma_f",0.190118621558102
"dipole","multistart_eb","matern05","log_sigma_n",-16.2720279606942,"sigma_n",8.57330051944995e-08
"dipole","multistart_eb","matern15","log_ell",-2.18006873958504,"ell",0.113033760479603
"dipole","multistart_eb","matern15","log_sigma_f",-1.74077886808845,"sigma_f",0.175383746602718
"dipole","multistart_eb","matern15","log_sigma_n",-16.1095409243901,"sigma_n",1.00859142280897e-07
"dipole","multistart_eb","matern25","log_ell",-2.205985746271,"ell",0.110141899807676
"dipole","multistart_eb","matern25","log_sigma_f",-1.76085635160268,"sigma_f",0.171897595993703
"dipole","multistart_eb","matern25","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
