"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0439737620722334,0.0104461432178144,0.933372992266508,0.0899460249881643,0.134638236168947,0.0128185612594982,-0.553312034641593
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0454030376962857,0.0100114697446221,0.969660916121356,0.15741280413876,0.155395969660916,0.0152988692258068,-1.64021196434555
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442511376290867,0.01033834717492,0.957168352171327,0.119701857592158,0.140891954193932,0.0138486569570797,-1.42903647059283
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0440875647358174,0.0103730686253196,0.94883997620464,0.108529912153903,0.136794690660321,0.0134505220098071,-1.23398845421962
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0630927198214079,0.0236423341702878,0.901249256395003,0.106521800838602,0.0821248512790006,0.0208926729884631,2.44215988587856
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0481829061697303,0.0187275367798893,0.984533016061868,0.285309967173378,0.164365333135039,0.0235346523591683,-1.43697767704434
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0556811266877743,0.0196788174464783,0.941701368233195,0.155720933180183,0.125045731707317,0.0196876543723474,-0.877513663590612
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0586388582533666,0.0208957947003455,0.929803688280785,0.132196574148787,0.109801829268293,0.0198116223549058,-0.0603356070839846
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.034719405909887,0.0167468249308668,0.960142772159429,0.192724640770382,0.122153108268888,0.0188126388995313,-1.45455281632706
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0404441981948245,0.0164782161611631,0.990481856038073,0.476272514966896,0.177155339083879,0.0330967029259945,-1.13345383758605
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0328881271374406,0.0138467408462418,0.980963712076145,0.302347619020133,0.168037254610351,0.0227489488591754,-1.53804856306722
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0327993460300763,0.0142708021477534,0.979773944080904,0.257474757712172,0.155619051160024,0.0206597043910661,-1.62639203285484
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.161088332796122,0.10230439553386,0.691255205234979,0.278414184276376,0.169810752528257,0.0887497743840224,2.4807566363102
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.159232363731372,0.0967776967908022,0.891136228435455,0.560587067012509,0.0642783313503867,0.0835440197362858,-0.350967050890738
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158713064393292,0.0986281064118666,0.775133848899465,0.379209454985913,0.115215273646639,0.0843087911185398,0.283597324834903
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.15946405117537,0.0997659169697794,0.738845925044616,0.337386273174436,0.137820865556217,0.0856644235303584,0.803613040663542
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.188773214175425,0.124097244996375,0.724568709101725,0.273505046362662,0.203347337894111,0.102598343655282,4.30549146622765
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.168210945717403,0.0990504663267636,0.89767995240928,0.581932597234384,0.0959559042236764,0.0836307018722658,-0.363767353061594
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.177708590395725,0.109015325331415,0.806662700773349,0.344353626183371,0.0915091463414634,0.089376125063744,0.850864968568661
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.181603554136973,0.113786810118286,0.783462224866151,0.305564248374529,0.127871430696014,0.0936488930905263,1.8782475778281
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0463634164856735,0.0327767844776252,0.300416418798334,0.0339692495010054,0.570688206424747,0.0289267017977487,14.608307529558
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.057240438082985,0.0409987852368445,1,0.451521584417274,0.162283239143367,0.0363928292082751,-1.15676333877939
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0446406392808307,0.0336948457119135,0.808447352766211,0.111548020824387,0.143784577632362,0.0248072090091967,-1.06547443445429
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.04525415364127,0.0327586720450591,0.524687685901249,0.0615232173315191,0.402187314098751,0.0267871772956225,4.37719788745098
