"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.57,355.986467782922,NA,355.986467782922,NA,NA,NA
"spike","multistart_eb","matern05",0,5.24,355.610373878088,NA,355.610373878088,NA,NA,NA
"spike","multistart_eb","matern15",0,5.53,355.929880431128,NA,355.929880431128,NA,NA,NA
"spike","multistart_eb","matern25",0,5.2,355.977926112411,NA,355.977926112411,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.61,294.502435642305,NA,294.502435642305,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.89,292.287781244352,NA,292.287781244352,NA,NA,NA
"mixture","multistart_eb","matern15",0,2.12,293.503490739625,NA,293.503490739625,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.69,293.890083194439,NA,293.890083194439,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.38,293.903885955748,NA,293.903885955748,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.59,290.49471184642,NA,290.49471184642,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.8,292.477596486756,NA,292.477596486756,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.69,293.030011541233,NA,293.030011541233,NA,NA,NA
"ring","multistart_eb","rbf",0,3.36,273.126500493765,NA,273.126500493765,NA,NA,NA
"ring","multistart_eb","matern05",0,2.18,273.476803169592,NA,273.476803169592,NA,NA,NA
"ring","multistart_eb","matern15",0,1.85,273.294056222398,NA,273.294056222398,NA,NA,NA
"ring","multistart_eb","matern25",0,1.61,273.222725845592,NA,273.222725845592,NA,NA,NA
"edge","multistart_eb","rbf",0,1.7,256.304321275142,NA,256.304321275142,NA,NA,NA
"edge","multistart_eb","matern05",0,2.4,262.90844565736,NA,262.90844565736,NA,NA,NA
"edge","multistart_eb","matern15",0,1.68,260.787783620457,NA,260.787783620457,NA,NA,NA
"edge","multistart_eb","matern25",0,1.59,259.552996457264,NA,259.552996457264,NA,NA,NA
"sine","multistart_eb","rbf",0,1.80999999999999,279.942901855838,NA,279.942901855838,NA,NA,NA
"sine","multistart_eb","matern05",0,3.2,267.792084067939,NA,267.792084067939,NA,NA,NA
"sine","multistart_eb","matern15",0,1.91,274.80436855887,NA,274.80436855887,NA,NA,NA
"sine","multistart_eb","matern25",0,1.67,277.046580357289,NA,277.046580357289,NA,NA,NA
