"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.14,324.193652004937,NA,324.193652004937,NA,NA,NA
"spike","multistart_eb","matern05",0,3.02,324.179364809957,NA,324.179364809957,NA,NA,NA
"spike","multistart_eb","matern15",0,6.8,324.188073835236,NA,324.188073835236,NA,NA,NA
"spike","multistart_eb","matern25",0,8.74,324.190578581222,NA,324.190578581222,NA,NA,NA
"mixture","multistart_eb","rbf",0,5.72,220.732138854398,NA,220.732138854398,NA,NA,NA
"mixture","multistart_eb","matern05",0,5.58,220.914031395517,NA,220.914031395517,NA,NA,NA
"mixture","multistart_eb","matern15",0,6.28,220.832715015077,NA,220.832715015077,NA,NA,NA
"mixture","multistart_eb","matern25",0,6.83,220.797953845865,NA,220.797953845865,NA,NA,NA
"dipole","multistart_eb","rbf",0,7.92,264.299513858746,NA,264.299513858746,NA,NA,NA
"dipole","multistart_eb","matern05",0,6.91,264.291972859632,NA,264.291972859632,NA,NA,NA
"dipole","multistart_eb","matern15",0,3.12,264.295884869267,NA,264.295884869267,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.83,264.297072671234,NA,264.297072671234,NA,NA,NA
"ring","multistart_eb","rbf",0,1.97,231.648050788362,NA,231.648050788362,NA,NA,NA
"ring","multistart_eb","matern05",0,2.53999999999999,231.687464557931,NA,231.687464557931,NA,NA,NA
"ring","multistart_eb","matern15",0,2.19,231.663014250465,NA,231.663014250465,NA,NA,NA
"ring","multistart_eb","matern25",0,2.36,231.656692373455,NA,231.656692373455,NA,NA,NA
"edge","multistart_eb","rbf",0,2.08,182.608256645989,NA,182.608256645989,NA,NA,NA
"edge","multistart_eb","matern05",0,1.89,181.888806075706,NA,181.888806075706,NA,NA,NA
"edge","multistart_eb","matern15",0,1.97999999999999,182.365702107002,NA,182.365702107002,NA,NA,NA
"edge","multistart_eb","matern25",0,2.31,182.480330361576,NA,182.480330361576,NA,NA,NA
"sine","multistart_eb","rbf",0,1.64,207.694272748385,NA,207.694272748385,NA,NA,NA
"sine","multistart_eb","matern05",0,1.78,206.051939203373,NA,206.051939203373,NA,NA,NA
"sine","multistart_eb","matern15",0,1.85000000000001,206.768559527982,NA,206.768559527982,NA,NA,NA
"sine","multistart_eb","matern25",0,1.8,207.073407423783,NA,207.073407423783,NA,NA,NA
