"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0518917360555878,0.0190264706217194,0.96133254015467,0.147893267044157,0.130704565734682,0.0174663205389939,-1.28519862461233
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0527146322594368,0.0179911891218691,0.988697204045211,0.247831615752913,0.170016731112433,0.0213640413400447,-1.48361266360063
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0522887388260572,0.0192629590885918,0.979773944080904,0.195803933917614,0.153239515169542,0.0194106844409914,-1.49199215463294
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0521613569206382,0.019338549662421,0.977989292088043,0.179208215822567,0.145282941701368,0.0187604584694127,-1.45870142709613
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0994664346164386,0.0722581308201742,0.937537180249851,0.359217664602263,0.0162563206424747,0.0518143345120369,-0.575317896207185
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.107359063567973,0.0802907818493471,0.992861392028554,0.780899807628664,0.162134518143962,0.0665898931667474,-0.539495107120222
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.101255890735679,0.0744824138344896,0.991076740035693,0.516306105067106,0.0956562314098751,0.0553835922431189,-0.754301617681407
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0997557144550698,0.0731800788541545,0.984533016061868,0.454275644818889,0.0688864515169542,0.0532553299862114,-0.761592874196712
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0997367916405393,0.0748929360829182,0.993456276026175,0.745199953673029,0.144585440214158,0.0644985058791508,-0.589722743489932
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0995075605944568,0.0679930362286277,1,1.15811838571415,0.181096445568114,0.0819531466981592,-0.240938134635005
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0976676076982671,0.0717177879622351,0.998215348007139,0.904741051815558,0.16644742712671,0.0700156467457813,-0.45076822635421
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0970486825625292,0.0719763989483013,0.996430696014277,0.824792934708326,0.15945754015467,0.0664827604091773,-0.524473404443394
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.268320076508237,0.217552430986823,0.900654372397383,0.962997156853376,0.0489749405116002,0.154858198513405,0.17230782258219
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.263543236163101,0.21291080387844,1,1.76567284197322,0.129638979773944,0.163405013614894,0.297909267052606
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.273821839178373,0.222488492301944,0.981558596073766,1.32044153718055,0.0511886525877454,0.158821584126731,0.180729080623533
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.273307449990067,0.222161657079991,0.960737656157049,1.1902560802878,0.0195110797144557,0.157508057875988,0.160267701980794
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.281620443223194,0.218812249050894,0.477096966091612,0.346609662279595,0.386274167162403,0.190156917036872,11.7527041665784
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.277658837476369,0.229738641555557,0.8459250446163,0.84950718390709,0.0978297888161808,0.162398945435387,0.34512267036598
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.279583740371753,0.217508069453439,0.560975609756098,0.470164912262244,0.325595999405116,0.180843383445108,3.74654806753039
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.280795883756672,0.21733858559454,0.502676977989292,0.396912420711912,0.362255725758477,0.186515656716692,7.20924913846443
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.170107855138967,0.120728842829163,0.966686496133254,0.648261434091126,0.0326728881618085,0.0869790634062253,-0.552764081774933
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.221165685312483,0.17137876384553,1,1.56726920322214,0.151872769185009,0.136577260883445,0.134231732173747
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.196844525752011,0.144424785575121,0.997620464009518,0.940621384492918,0.0911946014277216,0.105579463583358,-0.268456499843712
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.187842028468193,0.135239981611538,0.984533016061868,0.808084677772833,0.0713403480071386,0.0979263265321139,-0.386327180404531
