"hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"multistart_eb","Multi-start EB","matern05","Matern 0.5",0.086350067627124,0.0470398511442548,0.956077731509022,0.417725004912835,0.136547565932976,0.0458397591081864,-1.0145153860825
"multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0853280606463184,0.0476019236363673,0.876759865159627,0.234343606564044,0.132531975014872,0.0424240846495468,-0.612800113618761
"multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0863877913098579,0.0485887054077772,0.804481459448741,0.198631136258913,0.188672912948642,0.0432985346206355,1.12771109632257
"multistart_eb","Multi-start EB","rbf","RBF",0.0892445068709009,0.0515514517361478,0.738251041046996,0.161012512055249,0.224055497719611,0.0454799036742873,5.75808346054656
