"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,2.69,333.037361217067,NA,333.037361217067,NA,NA,NA
"spike","multistart_eb","matern05",0,2.88,332.88993376373,NA,332.88993376373,NA,NA,NA
"spike","multistart_eb","matern15",0,3.01,332.942269944806,NA,332.942269944806,NA,NA,NA
"spike","multistart_eb","matern25",0,2.84,332.964805800001,NA,332.964805800001,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.91,222.282690949858,NA,222.282690949858,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.08,222.311489285304,NA,222.311489285304,NA,NA,NA
"mixture","multistart_eb","matern15",0,2.2,222.298251284834,NA,222.298251284834,NA,NA,NA
"mixture","multistart_eb","matern25",0,2.28,222.288434413094,NA,222.288434413094,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.16,272.670956347191,NA,272.670956347191,NA,NA,NA
"dipole","multistart_eb","matern05",0,2.25,272.331098456754,NA,272.331098456754,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.17,272.494851314251,NA,272.494851314251,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.13,272.547436384317,NA,272.547436384317,NA,NA,NA
"ring","multistart_eb","rbf",0,1.8,228.16915886742,NA,228.16915886742,NA,NA,NA
"ring","multistart_eb","matern05",0,2.35,227.818741163959,NA,227.818741163959,NA,NA,NA
"ring","multistart_eb","matern15",0,2.5,227.926997360199,NA,227.926997360199,NA,NA,NA
"ring","multistart_eb","matern25",0,2.44,227.987368365476,NA,227.987368365476,NA,NA,NA
"edge","multistart_eb","rbf",0,1.87,182.378959607517,NA,182.378959607517,NA,NA,NA
"edge","multistart_eb","matern05",0,1.96,180.70298645305,NA,180.70298645305,NA,NA,NA
"edge","multistart_eb","matern15",0,2.2,181.761345322159,NA,181.761345322159,NA,NA,NA
"edge","multistart_eb","matern25",0,1.93,182.040262080557,NA,182.040262080557,NA,NA,NA
"sine","multistart_eb","rbf",0,1.72,215.26275849857,NA,215.26275849857,NA,NA,NA
"sine","multistart_eb","matern05",0,2.01,213.6801342095,NA,213.6801342095,NA,NA,NA
"sine","multistart_eb","matern15",0,1.93,214.308091223893,NA,214.308091223893,NA,NA,NA
"sine","multistart_eb","matern25",0,2.28,214.590457873746,NA,214.590457873746,NA,NA,NA
