"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.4,355.546915442237,NA,355.546915442237,NA,NA,NA
"spike","multistart_eb","matern05",0,2.69,354.8968266854,NA,354.8968266854,NA,NA,NA
"spike","multistart_eb","matern15",0,2.74,355.326906529236,NA,355.326906529236,NA,NA,NA
"spike","multistart_eb","matern25",0,2.69,355.422831292049,NA,355.422831292049,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.73,309.102484927304,NA,309.102484927304,NA,NA,NA
"mixture","multistart_eb","matern05",0,4.61,307.827008438523,NA,307.827008438523,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.76,309.063615012436,NA,309.063615012436,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.22,309.25466979963,NA,309.25466979963,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.08,296.211069504065,NA,296.211069504065,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.1,291.90328618594,NA,291.90328618594,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.27999999999999,294.257354840833,NA,294.257354840833,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.08000000000001,294.948708695517,NA,294.948708695517,NA,NA,NA
"ring","multistart_eb","rbf",0,5.53,277.80079994402,NA,277.80079994402,NA,NA,NA
"ring","multistart_eb","matern05",0,4.69,277.881293542393,NA,277.881293542393,NA,NA,NA
"ring","multistart_eb","matern15",0,4.56,277.813412936261,NA,277.813412936261,NA,NA,NA
"ring","multistart_eb","matern25",0,4.08000000000001,277.782516408811,NA,277.782516408811,NA,NA,NA
"edge","multistart_eb","rbf",0,2.89,262.804662382112,NA,262.804662382112,NA,NA,NA
"edge","multistart_eb","matern05",0,4.18000000000001,267.923538619226,NA,267.923538619226,NA,NA,NA
"edge","multistart_eb","matern15",0,3.17,266.808562196137,NA,266.808562196137,NA,NA,NA
"edge","multistart_eb","matern25",0,3.5,265.812344162884,NA,265.812344162884,NA,NA,NA
"sine","multistart_eb","rbf",0,3.45999999999999,348.985834179739,NA,348.985834179739,NA,NA,NA
"sine","multistart_eb","matern05",0,4.47,281.464496537871,NA,281.464496537871,NA,NA,NA
"sine","multistart_eb","matern15",0,4.14,311.940981384828,NA,311.940981384828,NA,NA,NA
"sine","multistart_eb","matern25",0,3.30000000000001,326.463828781933,NA,326.463828781933,NA,NA,NA
