"source","hyper_method","kernel","label","nominal","empirical","mean_width"
"spike","multistart_eb","rbf","RBF",0.5,0.876264128494944,0.030631893204791
"spike","multistart_eb","rbf","RBF",0.6,0.882212968471148,0.0382221549522366
"spike","multistart_eb","rbf","RBF",0.7,0.893515764425937,0.0470695320301366
"spike","multistart_eb","rbf","RBF",0.8,0.906603212373587,0.0582015526266822
"spike","multistart_eb","rbf","RBF",0.9,0.920880428316478,0.0747008840736915
"spike","multistart_eb","rbf","RBF",0.95,0.931588340273647,0.089011593493028
"spike","multistart_eb","rbf","RBF",0.975,0.939916716240333,0.10179310947418
"spike","multistart_eb","rbf","RBF",0.99,0.947650208209399,0.116981063266185
"spike","multistart_eb","matern05","Matern 0.5",0.5,0.919690660321237,0.0539950328749535
"spike","multistart_eb","matern05","Matern 0.5",0.6,0.933967876264128,0.0673744355074595
"spike","multistart_eb","matern05","Matern 0.5",0.7,0.941106484235574,0.0829697633242725
"spike","multistart_eb","matern05","Matern 0.5",0.8,0.955978584176086,0.102592246794577
"spike","multistart_eb","matern05","Matern 0.5",0.9,0.964901844140393,0.131675723220274
"spike","multistart_eb","matern05","Matern 0.5",0.95,0.969660916121356,0.156901301685014
"spike","multistart_eb","matern05","Matern 0.5",0.975,0.976799524092802,0.179431361155386
"spike","multistart_eb","matern05","Matern 0.5",0.99,0.983938132064248,0.206203263852354
"spike","multistart_eb","matern15","Matern 1.5",0.5,0.888161808447353,0.0409704911212224
"spike","multistart_eb","matern15","Matern 1.5",0.6,0.903033908387864,0.051122548960169
"spike","multistart_eb","matern15","Matern 1.5",0.7,0.917311124330755,0.0629560122591177
"spike","multistart_eb","matern15","Matern 1.5",0.8,0.929803688280785,0.0778452111722524
"spike","multistart_eb","matern15","Matern 1.5",0.9,0.946460440214158,0.0999132468642179
"spike","multistart_eb","matern15","Matern 1.5",0.95,0.956573468173706,0.119053976733034
"spike","multistart_eb","matern15","Matern 1.5",0.975,0.96192742415229,0.136149393706466
"spike","multistart_eb","matern15","Matern 1.5",0.99,0.968471148126115,0.156463447487757
"spike","multistart_eb","matern25","Matern 2.5",0.5,0.880428316478287,0.0371045311539894
"spike","multistart_eb","matern25","Matern 2.5",0.6,0.895895300416419,0.046298644674566
"spike","multistart_eb","matern25","Matern 2.5",0.7,0.907198096371208,0.0570155068751266
"spike","multistart_eb","matern25","Matern 2.5",0.8,0.924449732302201,0.070499766638959
"spike","multistart_eb","matern25","Matern 2.5",0.9,0.936942296252231,0.0904854708722124
"spike","multistart_eb","matern25","Matern 2.5",0.95,0.94883997620464,0.107820088746971
"spike","multistart_eb","matern25","Matern 2.5",0.975,0.957168352171327,0.123302388673627
"spike","multistart_eb","matern25","Matern 2.5",0.99,0.963117192147531,0.141699616062519
"mixture","multistart_eb","rbf","RBF",0.5,0.693039857227841,0.035749705077777
"mixture","multistart_eb","rbf","RBF",0.6,0.750148720999405,0.0446081069114537
"mixture","multistart_eb","rbf","RBF",0.7,0.779298036882808,0.0549336561399076
"mixture","multistart_eb","rbf","RBF",0.8,0.818560380725758,0.067925554831432
"mixture","multistart_eb","rbf","RBF",0.9,0.85960737656157,0.0871815057864589
"mixture","multistart_eb","rbf","RBF",0.95,0.883402736466389,0.103883171523366
"mixture","multistart_eb","rbf","RBF",0.975,0.900059488399762,0.118800154411697
"mixture","multistart_eb","rbf","RBF",0.99,0.916121356335515,0.136525629790221
"mixture","multistart_eb","matern05","Matern 0.5",0.5,0.918500892325996,0.0957567554529693
"mixture","multistart_eb","matern05","Matern 0.5",0.6,0.934562760261749,0.119484274777844
"mixture","multistart_eb","matern05","Matern 0.5",0.7,0.955383700178465,0.147141596432262
"mixture","multistart_eb","matern05","Matern 0.5",0.8,0.967281380130875,0.181940822416573
"mixture","multistart_eb","matern05","Matern 0.5",0.9,0.977989292088043,0.233518517466178
"mixture","multistart_eb","matern05","Matern 0.5",0.95,0.984533016061868,0.278254475934836
"mixture","multistart_eb","matern05","Matern 0.5",0.975,0.988102320047591,0.318210102965227
"mixture","multistart_eb","matern05","Matern 0.5",0.99,0.990481856038073,0.365688369077246
"mixture","multistart_eb","matern15","Matern 1.5",0.5,0.813206424747174,0.0524680888588136
"mixture","multistart_eb","matern15","Matern 1.5",0.6,0.842355740630577,0.065469130784761
"mixture","multistart_eb","matern15","Matern 1.5",0.7,0.872694824509221,0.0806234329882593
"mixture","multistart_eb","matern15","Matern 1.5",0.8,0.917906008328376,0.0996910055321052
"mixture","multistart_eb","matern15","Matern 1.5",0.9,0.933372992266508,0.127952020373242
"mixture","multistart_eb","matern15","Matern 1.5",0.95,0.941701368233195,0.152464236070343
"mixture","multistart_eb","matern15","Matern 1.5",0.975,0.946460440214158,0.174357160277344
"mixture","multistart_eb","matern15","Matern 1.5",0.99,0.954788816180845,0.200371971174433
"mixture","multistart_eb","matern25","Matern 2.5",0.5,0.778108268887567,0.0444703999366363
"mixture","multistart_eb","matern25","Matern 2.5",0.6,0.803093396787626,0.0554896984591274
"mixture","multistart_eb","matern25","Matern 2.5",0.7,0.831052944675788,0.0683340366922897
"mixture","multistart_eb","matern25","Matern 2.5",0.8,0.875074360499703,0.0844951470984145
"mixture","multistart_eb","matern25","Matern 2.5",0.9,0.920285544318858,0.108448347223207
"mixture","multistart_eb","matern25","Matern 2.5",0.95,0.927424152290303,0.129224176095428
