"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0440014511756665,0.0104634218033265,0.930993456276026,0.0885447500654328,0.13501003866746,0.0127616937848061,-0.477574839012716
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.045428075734552,0.0100406516215209,0.969660916121356,0.155681756731279,0.155172888161808,0.0152207096014454,-1.63509022763012
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442757138899453,0.0103418602447126,0.955978584176086,0.118045031372899,0.140594512195122,0.0137767825299754,-1.40571094958588
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0441132581453909,0.0103759612349335,0.94824509220702,0.106932294138607,0.136274167162403,0.0133826484959565,-1.19777327344334
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0631036542669064,0.0229278004757338,0.892325996430696,0.104869520642661,0.086437760261749,0.0206412896497314,2.67925964876015
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0480327663639779,0.0184301984546426,0.984533016061868,0.284426481554757,0.164439693634741,0.023438052321594,-1.43763817414169
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.055761970721972,0.0187079081544903,0.939321832242713,0.154095420011173,0.124971371207615,0.0194325480595426,-0.838095027287048
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.058729025529191,0.0199197215412067,0.926829268292683,0.130564600928461,0.10913258477097,0.0195515658920322,0.0271645513469695
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0346741807633372,0.0168151732760832,0.960737656157049,0.192974913138438,0.122376189767995,0.0188188891410766,-1.45753843325131
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.040393935303961,0.0163591696327732,0.990481856038073,0.476733465917042,0.177229699583581,0.0331110750719529,-1.1327693882658
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0328491899001124,0.0138590919307487,0.980963712076145,0.302644620956865,0.168037254610351,0.0227578046000652,-1.53771298819331
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0327614537588974,0.0143103680395855,0.979773944080904,0.257723180655485,0.156065214158239,0.0206668281187087,-1.62647406577343
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.161240697422427,0.102825179586748,0.695419393218322,0.283392868560306,0.167728658536585,0.0888546107636368,2.3334364940779
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.159253199514651,0.0969006751061785,0.894110648423557,0.566979311530522,0.0635347263533611,0.0836499943277437,-0.354745588202278
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158771930230641,0.0989690708378923,0.779298036882808,0.384839931362606,0.114248587150506,0.0843606434971601,0.246373816720717
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.159538070174263,0.100153361436215,0.743010113027959,0.34278893591482,0.136631097560976,0.0857140163563238,0.740694417778829
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.185062439029264,0.122429651395056,0.726353361094587,0.263498188672761,0.211229550862582,0.100878014706295,4.58689185510286
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.166622718005064,0.0991067806337946,0.894110648423557,0.568661073347125,0.0975174747174301,0.0829594826706169,-0.365446763368773
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.17502495156761,0.108747683032071,0.80725758477097,0.333597531856545,0.0953015318262939,0.0884229005497795,0.931704310043165
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.178499551398109,0.113170017408803,0.788221296847115,0.295171430471085,0.137315214158239,0.0924444677431098,2.02403728965481
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.044728933966087,0.032991392012299,0.25639500297442,0.0308583861248804,0.599391359309935,0.0294942878279331,19.7222464501625
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0576312298296969,0.0422366797829223,1,0.449155060075945,0.161837076145152,0.036427426545916,-1.16033223475175
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0455041627400592,0.0353632593124067,0.798334324806663,0.107596150338214,0.188475237953599,0.0258524128372603,-0.946427528814427
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0443825671746511,0.0340671268599479,0.468173706127305,0.0605696698672783,0.454314024390244,0.0275820053212663,3.10172176501796
