"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.36,355.764169285562,NA,355.764169285562,NA,NA,NA
"spike","multistart_eb","matern05",0,2.5,355.132225587582,NA,355.132225587582,NA,NA,NA
"spike","multistart_eb","matern15",0,2.8,355.561692914629,NA,355.561692914629,NA,NA,NA
"spike","multistart_eb","matern25",0,2.7,355.654044442457,NA,355.654044442457,NA,NA,NA
"mixture","multistart_eb","rbf",0,3.8,308.531984503759,NA,308.531984503759,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.08,306.856138871011,NA,306.856138871011,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.95,308.200087142942,NA,308.200087142942,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.26,308.476155082544,NA,308.476155082544,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.76,296.236181176509,NA,296.236181176509,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.65,291.862626682035,NA,291.862626682035,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.69,294.223146051744,NA,294.223146051744,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.75,294.924076662741,NA,294.924076662741,NA,NA,NA
"ring","multistart_eb","rbf",0,5.44,277.529597971671,NA,277.529597971671,NA,NA,NA
"ring","multistart_eb","matern05",0,4.72,277.591361195201,NA,277.591361195201,NA,NA,NA
"ring","multistart_eb","matern15",0,4.71,277.526575990109,NA,277.526575990109,NA,NA,NA
"ring","multistart_eb","matern25",0,4.34,277.499358291255,NA,277.499358291255,NA,NA,NA
"edge","multistart_eb","rbf",0,2.86000000000001,264.071910781491,NA,264.071910781491,NA,NA,NA
"edge","multistart_eb","matern05",0,3.77999999999999,269.774097434249,NA,269.774097434249,NA,NA,NA
"edge","multistart_eb","matern15",0,2.68000000000001,268.538501950675,NA,268.538501950675,NA,NA,NA
"edge","multistart_eb","matern25",0,3.39,267.423356249108,NA,267.423356249108,NA,NA,NA
"sine","multistart_eb","rbf",0,2.3,341.519600851687,NA,341.519600851687,NA,NA,NA
"sine","multistart_eb","matern05",0,4.44,281.621184450557,NA,281.621184450557,NA,NA,NA
"sine","multistart_eb","matern15",0,4.42999999999999,312.182365301391,NA,312.182365301391,NA,NA,NA
"sine","multistart_eb","matern25",0,2.59,324.585763746598,NA,324.585763746598,NA,NA,NA
