"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0471106764547929,0.00964825237548229,8.97072817289283e-08,1.05,1.63824733883165e-05,1.6382473388318e-05,1.0499999999999,"root located"
"mixture","Broad plus sharp source",0.0480669851042542,0.0188083595787956,3.96952787686762e-07,1.05,0.000153838664133937,0.000153838664133935,1.05000000000001,"root located"
"dipole","Positive-negative dipole",0.0560017996673179,0.0253435491184596,6.61125080046691e-08,1.05,4.27263153031568e-05,4.27263153032749e-05,1.0499999999971,"root located"
"ring","Ring-shaped source",0.17259974995676,0.100465113181511,1.52482337955594e-07,1.05,0.000125394842544687,0.000125394842545056,1.04999999999691,"root located"
"edge","Moving-edge source",0.276178975341742,0.164633958077927,2.45705057544393e-07,1.05,0.000361503228473595,0.000361503228473583,1.05000000000004,"root located"
"sine","Sine-cosine source",0.177562776848176,0.0882921891729453,1.71231241291293e-07,1.05,0.000208242582951898,0.000208242582951895,1.05000000000002,"root located"
