"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-4.19970507787993,"ell",0.015
"spike","multistart_eb","rbf","log_sigma_f",-2.0063592844205,"sigma_f",0.134477378399986
"spike","multistart_eb","rbf","log_sigma_n",-9.23728875741592,"sigma_n",9.73411482433362e-05
"spike","multistart_eb","matern05","log_ell",-4.19970507787993,"ell",0.015
"spike","multistart_eb","matern05","log_sigma_f",-2.02941555924129,"sigma_f",0.131412301414692
"spike","multistart_eb","matern05","log_sigma_n",-9.15199297030504,"sigma_n",0.000106008320642554
"spike","multistart_eb","matern15","log_ell",-3.92343868168797,"ell",0.0197729847066873
"spike","multistart_eb","matern15","log_sigma_f",-2.04366149185689,"sigma_f",0.129553482365977
"spike","multistart_eb","matern15","log_sigma_n",-9.10864206225108,"sigma_n",0.000110704943529423
"spike","multistart_eb","matern25","log_ell",-3.87446549097868,"ell",0.020765434219809
"spike","multistart_eb","matern25","log_sigma_f",-2.04176528352093,"sigma_f",0.12979937581812
"spike","multistart_eb","matern25","log_sigma_n",-9.115014449177,"sigma_n",0.000110001731743066
"mixture","multistart_eb","rbf","log_ell",-1.24227818454899,"ell",0.288725697685172
"mixture","multistart_eb","rbf","log_sigma_f",-1.44225256436361,"sigma_f",0.236394664296285
"mixture","multistart_eb","rbf","log_sigma_n",-6.19605958321353,"sigma_n",0.00203744321492411
"mixture","multistart_eb","matern05","log_ell",-1.05692339066873,"ell",0.347523360884913
"mixture","multistart_eb","matern05","log_sigma_f",-1.31566006145774,"sigma_f",0.268297172157806
"mixture","multistart_eb","matern05","log_sigma_n",-6.21551554859768,"sigma_n",0.00199818592286582
"mixture","multistart_eb","matern15","log_ell",-1.09367148460161,"ell",0.334984343321959
"mixture","multistart_eb","matern15","log_sigma_f",-1.40422227546755,"sigma_f",0.245557958657227
"mixture","multistart_eb","matern15","log_sigma_n",-6.2038261253428,"sigma_n",0.00202168061603573
"mixture","multistart_eb","matern25","log_ell",-1.1333246992173,"ell",0.321961051374751
"mixture","multistart_eb","matern25","log_sigma_f",-1.41952161882319,"sigma_f",0.241829675995253
"mixture","multistart_eb","matern25","log_sigma_n",-6.20086531133775,"sigma_n",0.00202767530651988
"dipole","multistart_eb","rbf","log_ell",-2.93690476780745,"ell",0.0530296139443652
"dipole","multistart_eb","rbf","log_sigma_f",-1.3361664636076,"sigma_f",0.262851389983146
"dipole","multistart_eb","rbf","log_sigma_n",-7.74882342857084,"sigma_n",0.000431249638202042
"dipole","multistart_eb","matern05","log_ell",-3.28127664751917,"ell",0.0375802494372378
