"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.058540666958485,0.0155425245739103,0.991076740035693,0.518301395010891,0.183624702558001,0.0363116415621727,-1.00478393690609
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.057091592814404,0.0143122832135866,0.992266508030934,0.510268677995046,0.186227320047591,0.0353318870195615,-1.02357373037161
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.055742380042138,0.0195020380932457,0.991671624033314,0.495104853695701,0.184814470553242,0.0349087195471817,-1.0514105529813
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0557150971810734,0.0209957539931569,0.991671624033314,0.493096820613797,0.183401621058894,0.0350303794473742,-1.05437774130647
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.116845260965209,0.0868176889951693,0.853658536585366,0.321123192956315,0.113371133254015,0.0629926242838662,-0.0511946180765025
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.11766047211389,0.0902297689143885,0.992266508030934,0.611507763554155,0.0981101279000595,0.0653952482180436,-0.642542458240002
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.116759003976616,0.0880727980496901,0.944675788221297,0.411942940831265,0.0126126561570494,0.0622973158963337,-0.592951457597049
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.116677228003525,0.0874732755318708,0.907792980368828,0.371301146685924,0.0503877900059488,0.0623706334850331,-0.452822571955678
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.106787984783367,0.080109887148806,0.992861392028554,0.780368243243212,0.135290377751338,0.0686637223918967,-0.534990076460245
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.103955965392841,0.071675393246265,1,1.23372824640175,0.18154260856633,0.0869000893536622,-0.180393988989809
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.105721168902872,0.0776837718638289,1,0.993189232228931,0.165108938132064,0.0766267244045011,-0.359140504300131
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.106272287191754,0.0788271694893848,0.99940511600238,0.914797137961762,0.15655748066627,0.0735671698303074,-0.422165845142581
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.233195578193056,0.161345203662983,0.604997025580012,0.299917013417443,0.296223602022606,0.137550442862146,8.72052812081625
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.228304090337026,0.165784487680366,0.916716240333135,0.819644603640828,0.0385198542534206,0.125415961212279,0.020253046937571
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.229516635064208,0.163991300113428,0.764425936942296,0.524265173285019,0.145271787626413,0.129292094512091,0.870582752740205
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.230767517836311,0.163389703623186,0.726948245092207,0.446970148234632,0.190482971445568,0.131841527958926,1.7932904128826
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.277510633175646,0.218354213071156,0.508030933967876,0.340731983988439,0.393264054134444,0.185792175087211,12.1274456490793
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.24177849899222,0.18531450724198,0.919690660321237,1.01692449619106,0.0395162849494349,0.138463646492641,0.0858404135549821
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.2670526145888,0.204031507766689,0.631766805472933,0.523054348995626,0.260679283164783,0.166740894303183,2.61618410577704
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.273408442548486,0.211773810921849,0.569303985722784,0.429601088945211,0.324406231409875,0.176891284571221,5.74690595453293
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.229548218558343,0.180428179288555,0.913741820345033,0.780231431889593,0.0510287775133849,0.126451506381511,-0.124996377978241
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.26296550107827,0.20453186532017,1,1.67490348814338,0.127556885782272,0.157586699596645,0.243662888281805
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.245621944419087,0.191720465965276,0.989292088042832,1.09242757501374,0.0484373140987507,0.136174706558558,-0.0183842888463652
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.23901117455083,0.186879696767924,0.96192742415229,0.959377734930793,0.0157930547293278,0.131530115323333,-0.0763253648717067
