"source","hyper_method","kernel","label","nominal","empirical","mean_width"
"spike","multistart_eb","rbf","RBF",0.5,0.972040452111838,0.178365001196292
"spike","multistart_eb","rbf","RBF",0.6,0.978584176085663,0.222561977093674
"spike","multistart_eb","rbf","RBF",0.7,0.982153480071386,0.274078950352018
"spike","multistart_eb","rbf","RBF",0.8,0.984533016061868,0.338899066227502
"spike","multistart_eb","rbf","RBF",0.9,0.990481856038073,0.434972242430126
"spike","multistart_eb","rbf","RBF",0.95,0.991076740035693,0.518301395010891
"spike","multistart_eb","rbf","RBF",0.975,0.992266508030934,0.592726279494101
"spike","multistart_eb","rbf","RBF",0.99,0.992861392028554,0.681163496814267
"spike","multistart_eb","matern05","Matern 0.5",0.5,0.980963712076145,0.175600672190173
"spike","multistart_eb","matern05","Matern 0.5",0.6,0.982153480071386,0.219112676363077
"spike","multistart_eb","matern05","Matern 0.5",0.7,0.985722784057109,0.26983123141981
"spike","multistart_eb","matern05","Matern 0.5",0.8,0.988102320047591,0.333646754884827
"spike","multistart_eb","matern05","Matern 0.5",0.9,0.990481856038073,0.42823097380376
"spike","multistart_eb","matern05","Matern 0.5",0.95,0.992266508030934,0.510268677995046
"spike","multistart_eb","matern05","Matern 0.5",0.975,0.992266508030934,0.58354011384442
"spike","multistart_eb","matern05","Matern 0.5",0.99,0.992861392028554,0.670606717179673
"spike","multistart_eb","matern15","Matern 1.5",0.5,0.973230220107079,0.170382288513555
"spike","multistart_eb","matern15","Matern 1.5",0.6,0.980368828078525,0.212601231962483
"spike","multistart_eb","matern15","Matern 1.5",0.7,0.984533016061868,0.261812566821773
"spike","multistart_eb","matern15","Matern 1.5",0.8,0.98691255205235,0.323731663115919
"spike","multistart_eb","matern15","Matern 1.5",0.9,0.990481856038073,0.415505091290624
"spike","multistart_eb","matern15","Matern 1.5",0.95,0.991671624033314,0.495104853695701
"spike","multistart_eb","matern15","Matern 1.5",0.975,0.992266508030934,0.566198857875652
"spike","multistart_eb","matern15","Matern 1.5",0.99,0.994051160023795,0.650678073953463
"spike","multistart_eb","matern25","Matern 2.5",0.5,0.966091612135634,0.169691256564763
"spike","multistart_eb","matern25","Matern 2.5",0.6,0.977989292088043,0.211738969547063
"spike","multistart_eb","matern25","Matern 2.5",0.7,0.983343248066627,0.260750714384836
"spike","multistart_eb","matern25","Matern 2.5",0.8,0.986317668054729,0.322418680857022
"spike","multistart_eb","matern25","Matern 2.5",0.9,0.990481856038073,0.413819896805491
"spike","multistart_eb","matern25","Matern 2.5",0.95,0.991671624033314,0.493096820613797
"spike","multistart_eb","matern25","Matern 2.5",0.975,0.992266508030934,0.563902483624696
"spike","multistart_eb","matern25","Matern 2.5",0.99,0.994051160023795,0.648039071147461
"mixture","multistart_eb","rbf","RBF",0.5,0.360499702558001,0.110509327675274
"mixture","multistart_eb","rbf","RBF",0.6,0.447947650208209,0.137892379613389
"mixture","multistart_eb","rbf","RBF",0.7,0.549077929803688,0.169810670984797
"mixture","multistart_eb","rbf","RBF",0.8,0.66686496133254,0.209971169833726
"mixture","multistart_eb","rbf","RBF",0.9,0.791195716835217,0.269495078888598
"mixture","multistart_eb","rbf","RBF",0.95,0.853658536585366,0.321123192956315
"mixture","multistart_eb","rbf","RBF",0.975,0.903628792385485,0.367234503422981
"mixture","multistart_eb","rbf","RBF",0.99,0.935157644259369,0.422027413253807
"mixture","multistart_eb","matern05","Matern 0.5",0.5,0.65377751338489,0.210440458057395
"mixture","multistart_eb","matern05","Matern 0.5",0.6,0.770374776918501,0.262585395630439
"mixture","multistart_eb","matern05","Matern 0.5",0.7,0.867935752528257,0.323366688919506
"mixture","multistart_eb","matern05","Matern 0.5",0.8,0.939321832242713,0.399843434831998
"mixture","multistart_eb","matern05","Matern 0.5",0.9,0.991671624033314,0.513193492699345
"mixture","multistart_eb","matern05","Matern 0.5",0.95,0.992266508030934,0.611507763554155
"mixture","multistart_eb","matern05","Matern 0.5",0.975,0.992266508030934,0.699316507850797
"mixture","multistart_eb","matern05","Matern 0.5",0.99,0.992266508030934,0.80365742898081
"mixture","multistart_eb","matern15","Matern 1.5",0.5,0.481261154074955,0.141763467822866
"mixture","multistart_eb","matern15","Matern 1.5",0.6,0.575252825698989,0.176890967772259
"mixture","multistart_eb","matern15","Matern 1.5",0.7,0.688280785246877,0.21783635914309
"mixture","multistart_eb","matern15","Matern 1.5",0.8,0.794170136823319,0.269355011062228
"mixture","multistart_eb","matern15","Matern 1.5",0.9,0.887566924449732,0.345713413954579
"mixture","multistart_eb","matern15","Matern 1.5",0.95,0.944675788221297,0.411942940831265
"mixture","multistart_eb","matern15","Matern 1.5",0.975,0.963712076145152,0.471095407099269
"mixture","multistart_eb","matern15","Matern 1.5",0.99,0.979179060083284,0.541384794186558
"mixture","multistart_eb","matern25","Matern 2.5",0.5,0.431885782272457,0.127777254914446
"mixture","multistart_eb","matern25","Matern 2.5",0.6,0.529446757882213,0.159439118047967
"mixture","multistart_eb","matern25","Matern 2.5",0.7,0.629387269482451,0.196344886445927
"mixture","multistart_eb","matern25","Matern 2.5",0.8,0.751933372992266,0.242780770247427
"mixture","multistart_eb","matern25","Matern 2.5",0.9,0.854848304580607,0.311605745123375
"mixture","multistart_eb","matern25","Matern 2.5",0.95,0.907792980368828,0.371301146685924
"mixture","multistart_eb","matern25","Matern 2.5",0.975,0.94883997620464,0.424617701911485
"mixture","multistart_eb","matern25","Matern 2.5",0.99,0.957763236168947,0.487972422768448
"dipole","multistart_eb","rbf","RBF",0.5,0.800118976799524,0.268551047671209
"dipole","multistart_eb","rbf","RBF",0.6,0.863176680547293,0.335095179656378
"dipole","multistart_eb","rbf","RBF",0.7,0.907792980368828,0.412660492630265
"dipole","multistart_eb","rbf","RBF",0.8,0.953004164187983,0.510255367811934
"dipole","multistart_eb","rbf","RBF",0.9,0.981558596073766,0.654905674482364
"dipole","multistart_eb","rbf","RBF",0.95,0.992861392028554,0.780368243243212
"dipole","multistart_eb","rbf","RBF",0.975,0.998810232004759,0.892424311231456
"dipole","multistart_eb","rbf","RBF",0.99,1,1.02557771691736
"dipole","multistart_eb","matern05","Matern 0.5",0.5,0.932778108268888,0.424567524346956
"dipole","multistart_eb","matern05","Matern 0.5",0.6,0.96192742415229,0.529770902333215
"dipole","multistart_eb","matern05","Matern 0.5",0.7,0.980368828078525,0.652398288039187
"dipole","multistart_eb","matern05","Matern 0.5",0.8,0.992266508030934,0.806691540305926
"dipole","multistart_eb","matern05","Matern 0.5",0.9,1,1.03537738283625
"dipole","multistart_eb","matern05","Matern 0.5",0.95,1,1.23372824640175
"dipole","multistart_eb","matern05","Matern 0.5",0.975,1,1.41088401543107
"dipole","multistart_eb","matern05","Matern 0.5",0.99,1,1.62139375762222
"dipole","multistart_eb","matern15","Matern 1.5",0.5,0.876859012492564,0.34178993207405
"dipole","multistart_eb","matern15","Matern 1.5",0.6,0.923854848304581,0.42648189119455
"dipole","multistart_eb","matern15","Matern 1.5",0.7,0.959547888161808,0.525200713118884
"dipole","multistart_eb","matern15","Matern 1.5",0.8,0.980963712076145,0.64941153280616
"dipole","multistart_eb","matern15","Matern 1.5",0.9,0.994646044021416,0.833510678648656
"dipole","multistart_eb","matern15","Matern 1.5",0.95,1,0.993189232228931
"dipole","multistart_eb","matern15","Matern 1.5",0.975,1,1.13580508198379
"dipole","multistart_eb","matern15","Matern 1.5",0.99,1,1.30527190730235
"dipole","multistart_eb","matern25","Matern 2.5",0.5,0.851873884592504,0.314812566930262
"dipole","multistart_eb","matern25","Matern 2.5",0.6,0.904223676383105,0.392819818013659
"dipole","multistart_eb","matern25","Matern 2.5",0.7,0.946460440214158,0.483746796306272
"dipole","multistart_eb","matern25","Matern 2.5",0.8,0.973230220107079,0.598153697495485
"dipole","multistart_eb","matern25","Matern 2.5",0.9,0.992266508030934,0.767721959265665
"dipole","multistart_eb","matern25","Matern 2.5",0.95,0.99940511600238,0.914797137961762
"dipole","multistart_eb","matern25","Matern 2.5",0.975,1,1.04615636634459
"dipole","multistart_eb","matern25","Matern 2.5",0.99,1,1.20224723176102
"ring","multistart_eb","rbf","RBF",0.5,0.296847114812612,0.103211565648722
"ring","multistart_eb","rbf","RBF",0.6,0.350386674598453,0.128786308724508
"ring","multistart_eb","rbf","RBF",0.7,0.421177870315289,0.158596795265113
"ring","multistart_eb","rbf","RBF",0.8,0.48661511005354,0.196105194335386
"ring","multistart_eb","rbf","RBF",0.9,0.560380725758477,0.251698292007086
"ring","multistart_eb","rbf","RBF",0.95,0.604997025580012,0.299917013417443
"ring","multistart_eb","rbf","RBF",0.975,0.643069601427722,0.342983247259382
"ring","multistart_eb","rbf","RBF",0.99,0.681737061273052,0.394157769166768
"ring","multistart_eb","matern05","Matern 0.5",0.5,0.568709101725164,0.282067368747597
"ring","multistart_eb","matern05","Matern 0.5",0.6,0.647233789411065,0.351960703282749
"ring","multistart_eb","matern05","Matern 0.5",0.7,0.719214753123141,0.433429920872302
"ring","multistart_eb","matern05","Matern 0.5",0.8,0.787031528851874,0.535936799487971
"ring","multistart_eb","matern05","Matern 0.5",0.9,0.876264128494944,0.687867435189734
"ring","multistart_eb","matern05","Matern 0.5",0.95,0.916716240333135,0.819644603640828
"ring","multistart_eb","matern05","Matern 0.5",0.975,0.925044616299821,0.937340514804589
"ring","multistart_eb","matern05","Matern 0.5",0.99,0.936942296252231,1.07719560420863
"ring","multistart_eb","matern15","Matern 1.5",0.5,0.422367638310529,0.180417338560688
"ring","multistart_eb","matern15","Matern 1.5",0.6,0.490184414039262,0.225122862123918
"ring","multistart_eb","matern15","Matern 1.5",0.7,0.563355145746579,0.277232609796579
"ring","multistart_eb","matern15","Matern 1.5",0.8,0.649613325401547,0.342798571240888
