"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,9.45,318.731715277458,NA,318.731715277458,NA,NA,NA
"spike","multistart_eb","matern05",0,5.12,318.731779886661,NA,318.731779886661,NA,NA,NA
"spike","multistart_eb","matern15",0,5.46,318.73171521648,NA,318.73171521648,NA,NA,NA
"spike","multistart_eb","matern25",0,5.7,318.731621816489,NA,318.731621816489,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.81,223.013917284848,NA,223.013917284848,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.15,222.630355287649,NA,222.630355287649,NA,NA,NA
"mixture","multistart_eb","matern15",0,2,222.844034222129,NA,222.844034222129,NA,NA,NA
"mixture","multistart_eb","matern25",0,2.19,222.913870814732,NA,222.913870814732,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.77,264.489198522604,NA,264.489198522604,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.19,264.445760138263,NA,264.445760138263,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.95,264.465646863513,NA,264.465646863513,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.91,264.472695284186,NA,264.472695284186,NA,NA,NA
"ring","multistart_eb","rbf",0,2.97,225.823086617566,NA,225.823086617566,NA,NA,NA
"ring","multistart_eb","matern05",0,2.16999999999999,225.892324965196,NA,225.892324965196,NA,NA,NA
"ring","multistart_eb","matern15",0,2.39,225.844053497984,NA,225.844053497984,NA,NA,NA
"ring","multistart_eb","matern25",0,2.16,225.820375007956,NA,225.820375007956,NA,NA,NA
"edge","multistart_eb","rbf",0,2.61,179.897019086758,NA,179.897019086758,NA,NA,NA
"edge","multistart_eb","matern05",0,2.1,178.85367844557,NA,178.85367844557,NA,NA,NA
"edge","multistart_eb","matern15",0,1.98,179.37706519145,NA,179.37706519145,NA,NA,NA
"edge","multistart_eb","matern25",0,2.11000000000001,179.620504982307,NA,179.620504982307,NA,NA,NA
"sine","multistart_eb","rbf",0,1.67,208.323241618745,NA,208.323241618745,NA,NA,NA
"sine","multistart_eb","matern05",0,1.89999999999999,207.533295560295,NA,207.533295560295,NA,NA,NA
"sine","multistart_eb","matern15",0,1.70999999999999,207.857068801236,NA,207.857068801236,NA,NA,NA
"sine","multistart_eb","matern25",0,1.58999999999999,207.991833404544,NA,207.991833404544,NA,NA,NA
