"iteration","batch","batch_acceptance","gain","log_scale","scale","min_eigenvalue","max_eigenvalue","source","chain","source_label"
1350,26,0.24,0.14158459120565,1.19371714529836,3.29932250308084,0.0505092110897955,0.522595985292213,"spike",1,"Narrow spike"
1400,27,0.16,0.138414548846169,1.18347446868374,3.26570109020564,0.0494833840931387,0.518210321473941,"spike",1,"Narrow spike"
1450,28,0.1,0.135426976045695,1.16532725389362,3.20697220563705,0.0484252247459548,0.497382662682099,"spike",1,"Narrow spike"
1500,29,0.14,0.132605397359268,1.15286234654185,3.16724570217713,0.046660755550987,0.489126443289159,"spike",1,"Narrow spike"
1550,30,0.2,0.12993532803054,1.14844454538881,3.15328430251287,0.0458350461860063,0.478881843588673,"spike",1,"Narrow spike"
1600,31,0.18,0.127403976617752,1.14156473065145,3.13166474524611,0.0445105623670321,0.463841666249857,"spike",1,"Narrow spike"
1650,32,0.14,0.125,1.12981473065145,3.09508302298711,0.0437244968061083,0.456363805957513,"spike",1,"Narrow spike"
1700,33,0.24,0.122713300221082,1.13055101045278,3.09736270924085,0.0446447892953766,0.480996202440004,"spike",1,"Narrow spike"
1750,34,0.32,0.120534854999435,1.14091700798273,3.12963695179457,0.0476168107342702,0.53759265346492,"spike",1,"Narrow spike"
1800,35,0.24,0.11845657551775,1.14162774743583,3.13186209890636,0.0472016861469673,0.530885665242234,"spike",1,"Narrow spike"
1850,36,0.36,0.11647118646193,1.15630311693004,3.17816223727668,0.0484816298942352,0.551356881628987,"spike",1,"Narrow spike"
1900,37,0.24,0.114572124318211,1.15699054967595,3.18034776118468,0.0483197318367663,0.556652700971475,"spike",1,"Narrow spike"
1950,38,0.26,0.112753450739891,1.15992213939518,3.18968491565086,0.0483138884107409,0.565011126270063,"spike",1,"Narrow spike"
2000,39,0.26,0.111009778419798,1.1628083936341,3.19890445582766,0.0479504330077072,0.561482119832832,"spike",1,"Narrow spike"
100,1,0.72,1,1.12158868669866,3.06972716617984,0.0379606324359725,0.857390384433647,"spike",2,"Narrow spike"
150,2,0.2,0.659753955386447,1.09915705221552,3.00163473587405,0.0519965527476307,0.753976255069342,"spike",2,"Narrow spike"
200,3,0.32,0.517281857971787,1.14364329200109,3.13818087228449,0.0551895193689541,0.804740308124201,"spike",2,"Narrow spike"
250,4,0.26,0.435275281648062,1.15496044932394,3.17389788523807,0.0595048308355,0.75371059603299,"spike",2,"Narrow spike"
300,5,0.24,0.380730787743176,1.1572448340504,3.1811565767559,0.055496934241257,0.826741530633096,"spike",2,"Narrow spike"
350,6,0.14,0.341278751846537,1.12516463137683,3.08072399100339,0.0471892927126636,0.7091351134747,"spike",2,"Narrow spike"
400,7,0.16,0.311129489211826,1.10214104917515,3.01060498173692,0.0475922823444295,0.654514537422102,"spike",2,"Narrow spike"
450,8,0.2,0.287174588749259,1.09237711315768,2.98135266857411,0.0452509965953219,0.689443885800552,"spike",2,"Narrow spike"
500,9,0.18,0.267580520586744,1.07792776504599,2.9385838012657,0.0419204149448945,0.657708427244295,"spike",2,"Narrow spike"
550,10,0.2,0.251188643150958,1.06938735117886,2.91359394317864,0.0420413623871965,0.615125157118573,"spike",2,"Narrow spike"
600,11,0.3,0.237227148661716,1.08504434299053,2.95957105206097,0.0419398817103414,0.601726681920594,"spike",2,"Narrow spike"
650,12,0.24,0.225160006420102,1.08639530302905,2.96357201624632,0.0410688605756654,0.574254114240003,"spike",2,"Narrow spike"
700,13,0.28,0.214602110453007,1.09626700010989,2.99297237844677,0.0427442775527768,0.632320521876375,"spike",2,"Narrow spike"
750,14,0.26,0.205268911144867,1.10160399179966,3.00898854822441,0.04319039114337,0.647883181257794,"spike",2,"Narrow spike"
800,15,0.34,0.196945129270852,1.12248017550237,3.07246501377785,0.0448820535136919,0.66333544731964,"spike",2,"Narrow spike"
850,16,0.24,0.1894645708138,1.12361696292725,3.07595973937261,0.048825593486813,0.817381123776241,"spike",2,"Narrow spike"
900,17,0.14,0.182696676564573,1.10644347533018,3.02358579181738,0.0467667594288883,0.77923442232059,"spike",2,"Narrow spike"
950,18,0.16,0.176537306841469,1.09337971462391,2.98434327607421,0.0453091107379151,0.744582284575897,"spike",2,"Narrow spike"
1000,19,0.24,0.170902273217667,1.09440512826322,2.98740503188868,0.0448761173810772,0.747352001808718,"spike",2,"Narrow spike"
1050,20,0.1,0.165722700866999,1.07219828634704,2.92179538832441,0.0437400006102979,0.704268053435138,"spike",2,"Narrow spike"
1100,21,0.38,0.160941640249306,1.09569576582344,2.99126317822916,0.0441733230670333,0.760737473585809,"spike",2,"Narrow spike"
1150,22,0.22,0.156511549654616,1.09350460412827,2.98471601250176,0.0452441900327354,0.746222578960328,"spike",2,"Narrow spike"
1200,23,0.2,0.152392396370317,1.08832326265168,2.96929117481428,0.0442344882979313,0.722995239708046,"spike",2,"Narrow spike"
1250,24,0.24,0.1485502048305,1.08921456388067,2.97193888746709,0.0453062620008836,0.704786585535127,"spike",2,"Narrow spike"
1300,25,0.12,0.144955932735539,1.07268958754882,2.9232312225947,0.0441834015179721,0.678060416074744,"spike",2,"Narrow spike"
1350,26,0.26,0.14158459120565,1.07637078692016,2.93401205054771,0.0443422705786926,0.676731666463698,"spike",2,"Narrow spike"
1400,27,0.3,0.138414548846169,1.08550614714401,2.96093810989752,0.0448577721458139,0.685705594219078,"spike",2,"Narrow spike"
1450,28,0.14,0.135426976045695,1.07277601139571,2.92348387039957,0.0444441955439725,0.667064053538554,"spike",2,"Narrow spike"
1500,29,0.22,0.132605397359268,1.07091953583268,2.91806152881493,0.0465411226545022,0.648524688116643,"spike",2,"Narrow spike"
1550,30,0.14,0.12993532803054,1.05870561499781,2.88263733086571,0.0452813732834773,0.631624816523087,"spike",2,"Narrow spike"
1600,31,0.3,0.127403976617752,1.06711427745458,2.90697865071529,0.0450739631800525,0.631982016445578,"spike",2,"Narrow spike"
1650,32,0.24,0.125,1.06786427745459,2.90915970249551,0.0447648839468489,0.633512457254647,"spike",2,"Narrow spike"
1700,33,0.2,0.122713300221082,1.06369202524707,2.89704724019936,0.044165536476548,0.623529024453325,"spike",2,"Narrow spike"
1750,34,0.18,0.120534854999435,1.0571831430771,2.8782519356395,0.0431055310823343,0.607371984851641,"spike",2,"Narrow spike"
1800,35,0.14,0.11845657551775,1.04604822497843,2.84638060768232,0.0419759511386374,0.591030586368266,"spike",2,"Narrow spike"
1850,36,0.16,0.11647118646193,1.03742935718025,2.82195344796541,0.0412942231289202,0.575326699039754,"spike",2,"Narrow spike"
1900,37,0.2,0.114572124318211,1.03353390495343,2.81098204628195,0.0431793112946811,0.608421561487739,"spike",2,"Narrow spike"
1950,38,0.2,0.112753450739891,1.02970028762827,2.80022644640821,0.0436974597119448,0.608966677539729,"spike",2,"Narrow spike"
2000,39,0.22,0.111009778419798,1.02814615073039,2.79587789116578,0.0438427082538226,0.600269655892406,"spike",2,"Narrow spike"
100,1,0.58,1,0.981588686698657,2.66869259234588,0.0378803900503058,0.203647649710226,"spike",3,"Narrow spike"
150,2,0.24,0.659753955386447,0.985547210430975,2.67927761201053,0.027378216280088,0.489457932272495,"spike",3,"Narrow spike"
200,3,0.24,0.517281857971787,0.988650901578806,2.68760618018348,0.029771177360147,0.470711855866439,"spike",3,"Narrow spike"
250,4,0.4,0.435275281648062,1.06090659833238,2.88898895493581,0.0442484791194944,0.518363993181509,"spike",3,"Narrow spike"
300,5,0.24,0.380730787743176,1.06319098305884,2.89559606089213,0.0474882151807127,0.455877035636445,"spike",3,"Narrow spike"
350,6,0.26,0.341278751846537,1.07206423060685,2.92140373113348,0.0451624733075257,0.468059708029276,"spike",3,"Narrow spike"
400,7,0.26,0.311129489211826,1.08015359732636,2.94513188070898,0.041628709037544,0.538459696760713,"spike",3,"Narrow spike"
450,8,0.3,0.287174588749259,1.09910712018381,3.00148486189504,0.0452788037040383,0.55246155972272,"spike",3,"Narrow spike"
500,9,0.12,0.267580520586744,1.06860294083692,2.91130938608965,0.0437057051912151,0.533042199348798,"spike",3,"Narrow spike"
550,10,0.2,0.251188643150958,1.06006252696979,2.88655147094204,0.0427441996199274,0.517747133877189,"spike",3,"Narrow spike"
600,11,0.32,0.237227148661716,1.0804640617547,2.94604638134732,0.0479598978582573,0.574305204398745,"spike",3,"Narrow spike"
650,12,0.2,0.225160006420102,1.07280862153641,2.92357920717438,0.0458584591719051,0.572855761090836,"spike",3,"Narrow spike"
700,13,0.32,0.214602110453007,1.09126440303537,2.97803713223915,0.0456147573030684,0.598727234327757,"spike",3,"Narrow spike"
750,14,0.1,0.205268911144867,1.06375836894196,2.89723944739335,0.0435110783665112,0.568634469040591,"spike",3,"Narrow spike"
800,15,0.16,0.196945129270852,1.04918442937592,2.85532145189018,0.0416004994789724,0.54967442524583,"spike",3,"Narrow spike"
850,16,0.08,0.1894645708138,1.02000688547059,2.77321385878103,0.0408392998320272,0.518428980278678,"spike",3,"Narrow spike"
900,17,0.22,0.182696676564573,1.01744913199869,2.76612972500138,0.0396331337834838,0.500880945441951,"spike",3,"Narrow spike"
950,18,0.3,0.176537306841469,1.02910059425023,2.79854767257635,0.0395789841306167,0.511228967032832,"spike",3,"Narrow spike"
1000,19,0.18,0.170902273217667,1.01987187149647,2.77283946143188,0.0378632011234835,0.494684535983085,"spike",3,"Narrow spike"
1050,20,0.32,0.165722700866999,1.03412402377103,2.8126413492282,0.0373797249661045,0.49157864193201,"spike",3,"Narrow spike"
1100,21,0.2,0.160941640249306,1.02865200800256,2.79729256411024,0.0367366400575874,0.513862659037198,"spike",3,"Narrow spike"
1150,22,0.36,0.156511549654616,1.04837246325904,2.85300396860472,0.0390718603376636,0.53621007957221,"spike",3,"Narrow spike"
1200,23,0.18,0.152392396370317,1.04014327385504,2.82962239621957,0.0411290121789951,0.539429363046124,"spike",3,"Narrow spike"
1250,24,0.08,0.1485502048305,1.01726654231114,2.76562470434637,0.0404886058266794,0.523329919332066,"spike",3,"Narrow spike"
1300,25,0.3,0.144955932735539,1.02683363387169,2.7922106614756,0.0433476392155553,0.542741295568286,"spike",3,"Narrow spike"
1350,26,0.32,0.14158459120565,1.03900990871538,2.82641721749929,0.0473175348069871,0.584391663185674,"spike",3,"Narrow spike"
1400,27,0.14,0.138414548846169,1.02599894112384,2.78988099589873,0.046912445118391,0.586787372195742,"spike",3,"Narrow spike"
1450,28,0.16,0.135426976045695,1.01597734489645,2.76206156541578,0.0463842876639202,0.586378559662132,"spike",3,"Narrow spike"
1500,29,0.28,0.132605397359268,1.02207719317498,2.77896121214091,0.0464317418318379,0.580382399913587,"spike",3,"Narrow spike"
1550,30,0.22,0.12993532803054,1.02025809858255,2.77391061397799,0.0471138688807705,0.575655003264571,"spike",3,"Narrow spike"
1600,31,0.18,0.127403976617752,1.0133782838452,2.75489211972932,0.0464112053008015,0.577744682506502,"spike",3,"Narrow spike"
1650,32,0.18,0.125,1.00662828384519,2.73635921683547,0.0465449954496921,0.569179960949536,"spike",3,"Narrow spike"
1700,33,0.24,0.122713300221082,1.00736456364652,2.73837468473911,0.0460173606948295,0.563125937239238,"spike",3,"Narrow spike"
1750,34,0.26,0.120534854999435,1.01049846987651,2.74696995557528,0.0461117750729598,0.561722917388143,"spike",3,"Narrow spike"
1800,35,0.1,0.11845657551775,0.994625288757128,2.70371104051936,0.0453135525912544,0.541282866958389,"spike",3,"Narrow spike"
1850,36,0.28,0.11647118646193,0.999982963334377,2.71823551839495,0.0456590264143352,0.539816946260331,"spike",3,"Narrow spike"
1900,37,0.22,0.114572124318211,0.998378953593922,2.71387893708009,0.0451392447378629,0.560995047358234,"spike",3,"Narrow spike"
1950,38,0.12,0.112753450739891,0.985525060209574,2.6792182660755,0.044803358282045,0.560770220737253,"spike",3,"Narrow spike"
2000,39,0.16,0.111009778419798,0.977310336606509,2.65729938060047,0.0440346257915763,0.561133742830565,"spike",3,"Narrow spike"
100,1,0.68,1,1.08158868669866,2.94936144234458,0.0194770246984132,0.224227052218515,"spike",4,"Narrow spike"
150,2,0.3,0.659753955386447,1.12513244775416,3.08062484374041,0.0431463472141765,0.517853466428352,"spike",4,"Narrow spike"
200,3,0.32,0.517281857971787,1.16961868753974,3.22076428679634,0.0564752184620004,0.726339339371719,"spike",4,"Narrow spike"
250,4,0.32,0.435275281648062,1.20705236176147,3.34361434714623,0.0900499206044979,1.61007574902883,"spike",4,"Narrow spike"
300,5,0.14,0.380730787743176,1.17126366771361,3.22606674021253,0.0860613273893225,1.4120154193699,"spike",4,"Narrow spike"
350,6,0.16,0.341278751846537,1.14600904007697,3.14561380640294,0.0822263991746139,1.50258484913641,"spike",4,"Narrow spike"
400,7,0.24,0.311129489211826,1.14787581701224,3.15149145012197,0.0819247577415514,1.64859016851062,"spike",4,"Narrow spike"
450,8,0.12,0.287174588749259,1.11513791389482,3.0499887860109,0.0838413433952742,1.51915084893882,"spike",4,"Narrow spike"
500,9,0.08,0.267580520586744,1.07393051372446,2.92686098840621,0.0753672608840282,1.32714221089882,"spike",4,"Narrow spike"
550,10,0.14,0.251188643150958,1.05031878126827,2.85856222892569,0.0689278346449819,1.27528216677902,"spike",4,"Narrow spike"
600,11,0.04,0.237227148661716,1.0042967144279,2.72998663731342,0.0605346604185682,1.13396269369497,"spike",4,"Narrow spike"
650,12,0.02,0.225160006420102,0.956112473053999,2.60156314256826,0.0545913498517994,1.0061330473477,"spike",4,"Narrow spike"
700,13,0.08,0.214602110453007,0.923063748044237,2.51699001228961,0.0525680474807297,0.912471433221137,"spike",4,"Narrow spike"
750,14,0.26,0.205268911144867,0.928400739734003,2.53045907724181,0.0529847359702135,0.90827596044735,"spike",4,"Narrow spike"
800,15,0.12,0.196945129270852,0.905948994997126,2.47427888753833,0.0495716105039193,0.842957041982248,"spike",4,"Narrow spike"
850,16,0.1,0.1894645708138,0.880560742508077,2.41225197946837,0.0480536663399007,0.776783378479617,"spike",4,"Narrow spike"
900,17,0.22,0.182696676564573,0.878002989036173,2.40608991746991,0.0468439393383693,0.771286642409578,"spike",4,"Narrow spike"
950,18,0.38,0.176537306841469,0.903777435835027,2.46891167427025,0.0490105054796142,0.795531560888984,"spike",4,"Narrow spike"
1000,19,0.22,0.170902273217667,0.90138480400998,2.46301153886573,0.0512055384005203,0.860881211841319,"spike",4,"Narrow spike"
1050,20,0.08,0.165722700866999,0.875863508076462,2.40094763677147,0.0477819010044612,0.80626828518724,"spike",4,"Narrow spike"
1100,21,0.24,0.160941640249306,0.876829157917958,2.40326723125413,0.0479315354261768,0.817593057343794,"spike",4,"Narrow spike"
1150,22,0.18,0.156511549654616,0.868377534236608,2.38304131233206,0.0471400306168647,0.817329651713429,"spike",4,"Narrow spike"
1200,23,0.18,0.152392396370317,0.860148344832611,2.3635112823867,0.0470866999314903,0.805001756754442,"spike",4,"Narrow spike"
1250,24,0.18,0.1485502048305,0.852126633771764,2.34462771829742,0.0452138620216567,0.782100331917901,"spike",4,"Narrow spike"
1300,25,0.3,0.144955932735539,0.86169372533231,2.36716663035758,0.0496611295201929,0.800902700655687,"spike",4,"Narrow spike"
1350,26,0.2,0.14158459120565,0.856879849231318,2.35579876718373,0.0509428316032752,0.785014330495903,"spike",4,"Narrow spike"
1400,27,0.04,0.138414548846169,0.830027426755161,2.29338163941833,0.0487997870837536,0.738943964039842,"spike",4,"Narrow spike"
1450,28,0.18,0.135426976045695,0.822714370048694,2.2766711861598,0.0480470240932141,0.713075882714395,"spike",4,"Narrow spike"
1500,29,0.22,0.132605397359268,0.820857894485664,2.27244852258629,0.0475199730043573,0.699338928595618,"spike",4,"Narrow spike"
1550,30,0.3,0.12993532803054,0.829433626135679,2.29202023222236,0.0470880388889086,0.701942203572646,"spike",4,"Narrow spike"
1600,31,0.34,0.127403976617752,0.842938447657161,2.32318351000542,0.048785075718914,0.70431833419641,"spike",4,"Narrow spike"
1650,32,0.32,0.125,0.853688447657161,2.34829245149461,0.049574856557716,0.712429035810722,"spike",4,"Narrow spike"
1700,33,0.26,0.122713300221082,0.856878993462909,2.35579675116643,0.0492397916064958,0.716586174814182,"spike",4,"Narrow spike"
1750,34,0.18,0.120534854999435,0.85037011129294,2.34051294191234,0.0482908848046972,0.714811732627288,"spike",4,"Narrow spike"
1800,35,0.16,0.11845657551775,0.841604324704626,2.32008616414128,0.0476076279174471,0.70664371337105,"spike",4,"Narrow spike"
1850,36,0.12,0.11647118646193,0.828326609447966,2.28948433147791,0.0461692027550681,0.68355154093302,"spike",4,"Narrow spike"
1900,37,0.18,0.114572124318211,0.822139714734783,2.27536326080376,0.0451075157252892,0.670430936031115,"spike",4,"Narrow spike"
1950,38,0.24,0.112753450739891,0.822816235439222,2.27690311197169,0.0444892833026956,0.666089690825242,"spike",4,"Narrow spike"
2000,39,0.18,0.111009778419798,0.816821707404553,2.26329498034795,0.0445871982966281,0.65776123535905,"spike",4,"Narrow spike"
100,1,0.7,1,1.10158868669866,3.00894249570319,0.0299625012988015,0.253617711961165,"mixture",1,"Broad + sharp"
150,2,0.42,0.659753955386447,1.22430292240054,3.4017939417489,0.0318060911559416,0.455811866700452,"mixture",1,"Broad + sharp"
200,3,0.26,0.517281857971787,1.2377522507078,3.44785483503701,0.0359223484438172,0.453767228585663,"mixture",1,"Broad + sharp"
250,4,0.34,0.435275281648062,1.2838914305625,3.61066306705292,0.0442255901829723,0.577356239468356,"mixture",1,"Broad + sharp"
300,5,0.22,0.380730787743176,1.27856119953409,3.5914685996577,0.0464851779289845,0.549780110898089,"mixture",1,"Broad + sharp"
350,6,0.18,0.341278751846537,1.26013214693438,3.52588739179058,0.0432822892132947,0.593474154736551,"mixture",1,"Broad + sharp"
400,7,0.22,0.311129489211826,1.25577633408541,3.51056268618995,0.040625834347161,0.579428810928324,"mixture",1,"Broad + sharp"
450,8,0.16,0.287174588749259,1.23452541451797,3.43674710333159,0.0399646090728955,0.548972186144779,"mixture",1,"Broad + sharp"
500,9,0.3,0.267580520586744,1.25218572887669,3.49798024433222,0.0412345146947039,0.559273048894289,"mixture",1,"Broad + sharp"
550,10,0.3,0.251188643150958,1.26876417932466,3.55645470517825,0.0429641594654003,0.649370098444986,"mixture",1,"Broad + sharp"
600,11,0.2,0.237227148661716,1.26069845627016,3.52788470023128,0.0409166047151811,0.689095322544121,"mixture",1,"Broad + sharp"
650,12,0.28,0.225160006420102,1.27105581656548,3.56461415490453,0.0426494250990197,0.71996320049675,"mixture",1,"Broad + sharp"
700,13,0.26,0.214602110453007,1.27663547143726,3.58455906274643,0.0479658732739518,0.719210837105601,"mixture",1,"Broad + sharp"
750,14,0.36,0.205268911144867,1.30249935424151,3.67847900999201,0.0481289941533297,0.750858011290907,"mixture",1,"Broad + sharp"
800,15,0.18,0.196945129270852,1.29186431726089,3.63956553955862,0.0450554017005698,0.728336604054162,"mixture",1,"Broad + sharp"
850,16,0.24,0.1894645708138,1.29300110468577,3.64370530446656,0.0474095043028308,0.74653220316378,"mixture",1,"Broad + sharp"
900,17,0.3,0.182696676564573,1.30505908533903,3.6879069885025,0.0506722487727284,0.778506492349655,"mixture",1,"Broad + sharp"
950,18,0.22,0.176537306841469,1.30258756304325,3.67880349852887,0.0486881398061015,0.751895807424938,"mixture",1,"Broad + sharp"
1000,19,0.18,0.170902273217667,1.2933588402895,3.64500902076242,0.0480480455135885,0.733391385596976,"mixture",1,"Broad + sharp"
1050,20,0.2,0.165722700866999,1.28772426846002,3.62452870869529,0.048271939406588,0.722256662701618,"mixture",1,"Broad + sharp"
1100,21,0.36,0.160941640249306,1.30800291513143,3.69877955460694,0.0506191708740132,0.757704937639676,"mixture",1,"Broad + sharp"
1150,22,0.2,0.156511549654616,1.30268152244318,3.67914917293745,0.0504920803567248,0.740362027762009,"mixture",1,"Broad + sharp"
1200,23,0.22,0.152392396370317,1.30054802889399,3.67130809932473,0.0494719423269585,0.73098771742252,"mixture",1,"Broad + sharp"
100,1,0.72,1,1.12158868669866,3.06972716617984,0.0492800377583007,0.574156497550131,"mixture",2,"Broad + sharp"
150,2,0.2,0.659753955386447,1.09915705221552,3.00163473587405,0.0689016183883245,0.839271349274815,"mixture",2,"Broad + sharp"
200,3,0.22,0.517281857971787,1.09191510620391,2.97997558104611,0.0683333674587114,0.829368852934526,"mixture",2,"Broad + sharp"
250,4,0.22,0.435275281648062,1.08582125226084,2.96187126365961,0.0650019955678532,0.795112346243174,"mixture",2,"Broad + sharp"
300,5,0.22,0.380730787743176,1.08049102123244,2.94612580628977,0.0592230766974325,0.802764173423598,"mixture",2,"Broad + sharp"
350,6,0.26,0.341278751846537,1.08936426878045,2.97238383458493,0.0555808313919418,0.802342588336215,"mixture",2,"Broad + sharp"
400,7,0.22,0.311129489211826,1.08500845593148,2.95946484366562,0.0597291702975299,0.766731443260901,"mixture",2,"Broad + sharp"
450,8,0.14,0.287174588749259,1.05801404458905,2.88064447336855,0.059896596258082,0.699851208372646,"mixture",2,"Broad + sharp"
500,9,0.18,0.267580520586744,1.04356469647737,2.83932031117101,0.0628045803206256,0.73261926502863,"mixture",2,"Broad + sharp"
550,10,0.16,0.251188643150958,1.02497673688419,2.78703062479553,0.0571034714572733,0.674931452288989,"mixture",2,"Broad + sharp"
600,11,0.28,0.237227148661716,1.03588918572263,2.81761050111003,0.0547155549027497,0.662373871715089,"mixture",2,"Broad + sharp"
650,12,0.26,0.225160006420102,1.04174334588956,2.83415362005953,0.0538129439545151,0.644607259567796,"mixture",2,"Broad + sharp"
700,13,0.2,0.214602110453007,1.03444687413415,2.81354955810902,0.0509397092625979,0.605851121651261,"mixture",2,"Broad + sharp"
750,14,0.22,0.205268911144867,1.03157310937813,2.80547568531166,0.050482762807441,0.600453738444051,"mixture",2,"Broad + sharp"
800,15,0.2,0.196945129270852,1.02487697498292,2.7867525991899,0.0516308996251517,0.590470708411394,"mixture",2,"Broad + sharp"
850,16,0.26,0.1894645708138,1.02980305382408,2.80051422981444,0.0516596272516996,0.591192863136516,"mixture",2,"Broad + sharp"
900,17,0.2,0.182696676564573,1.02359136682088,2.78317222927233,0.0496891343549653,0.577905063506699,"mixture",2,"Broad + sharp"
950,18,0.22,0.176537306841469,1.0211198445251,2.77630205045191,0.0494237303741515,0.601567204534373,"mixture",2,"Broad + sharp"
1000,19,0.22,0.170902273217667,1.01872721270005,2.76966732220618,0.0484149985438059,0.608814372357937,"mixture",2,"Broad + sharp"
1050,20,0.18,0.165722700866999,1.00977818685323,2.74499207215427,0.0466804471180516,0.595280003569563,"mixture",2,"Broad + sharp"
1100,21,0.3,0.160941640249306,1.02040033510969,2.77430519345144,0.0464455358712769,0.594392431992059,"mixture",2,"Broad + sharp"
1150,22,0.12,0.156511549654616,1.00255801844906,2.72524414459609,0.0444543626618348,0.562167454759765,"mixture",2,"Broad + sharp"
1200,23,0.32,0.152392396370317,1.01566376453691,2.76119557294322,0.0449973201376993,0.57266570983686,"mixture",2,"Broad + sharp"
100,1,0.64,1,1.04158868669866,2.83371532604774,0.047742348814545,0.165256308741897,"mixture",3,"Broad + sharp"
150,2,0.24,0.659753955386447,1.04554721043098,2.84495488677356,0.046548566942675,0.167267422273642,"mixture",3,"Broad + sharp"
200,3,0.24,0.517281857971787,1.04865090157881,2.85379846483999,0.0391287709805047,0.262736808217932,"mixture",3,"Broad + sharp"
250,4,0.3,0.435275281648062,1.07737907016758,2.9369718576572,0.0398993281300302,0.512547449219735,"mixture",3,"Broad + sharp"
300,5,0.36,0.380730787743176,1.12535114942322,3.08129865521463,0.0533084360290127,0.607054219517401,"mixture",3,"Broad + sharp"
350,6,0.24,0.341278751846537,1.1273988219343,3.08761461006602,0.0537067295554286,0.648772462805471,"mixture",3,"Broad + sharp"
400,7,0.26,0.311129489211826,1.13548818865381,3.11269275332927,0.0535793959542821,0.606782086152782,"mixture",3,"Broad + sharp"
450,8,0.22,0.287174588749259,1.13146774441132,3.10020346872972,0.0513007652924366,0.640566230034454,"mixture",3,"Broad + sharp"
500,9,0.26,0.267580520586744,1.13842483794657,3.12184707523957,0.0495992279759142,0.6372050098702,"mixture",3,"Broad + sharp"
550,10,0.28,0.251188643150958,1.14997951553152,3.15812821644925,0.0475868366280161,0.666928528551175,"mixture",3,"Broad + sharp"
600,11,0.2,0.237227148661716,1.14191379247702,3.13275808066888,0.0456425617985765,0.671434957371228,"mixture",3,"Broad + sharp"
650,12,0.3,0.225160006420102,1.15677435290074,3.17966025457572,0.0460243806817737,0.652022462706855,"mixture",3,"Broad + sharp"
