"source","chains","pooled_retained_draws","max_Rhat_hyperparameters","min_ESS_hyperparameters","max_Rhat_downstream","min_ESS_downstream","mean_sampling_acceptance","min_ESS_per_second","total_sampling_seconds"
"ring",4,480,1.00497365103142,866.452385546841,1.00207017425351,972.862488323862,0.215892857142857,20.928801583257,41.4
