"source","source_label","budget","method","label","RMSE","MAE","Coverage95","CalibrationMAE","CRPS","NLPD","MeanSD","MeanVariance","LatentIntegratedVariance"
"mixture","Broad plus sharp source",16,"uniform","Uniform",0.0763577634392978,0.0342356430321924,0.992861392028554,0.18912737953599,0.0571779469157742,-0.565591873473836,0.214475956289417,0.0463999665804838,0.0448538863980788
"mixture","Broad plus sharp source",16,"random","Random",0.0777879621328382,0.044415557263112,0.993456276026175,0.18853249553837,0.0607390456604428,-0.515497675288666,0.224272919238369,0.0510901667323244,0.0496680372453299
"mixture","Broad plus sharp source",16,"max_source_variance","Max source variance",0.0748282402628492,0.0375306974943556,0.993456276026175,0.189647903033908,0.0579629366055434,-0.551076810997309,0.216334917071482,0.0473321375704331,0.0458044213128602
"mixture","Broad plus sharp source",16,"variance_times_gradient","Variance x |gradient mean|",0.0964174065172761,0.0616200146261014,0.994051160023795,0.182732376561571,0.0682519723500676,-0.442610212204165,0.239835750184697,0.058631281511604,0.0573382401224274
