"budget","method","label","RMSE","RMSE_uniform","RMSE_difference","relative_RMSE_gain_percent"
16,"random","Random",0.0563595081570055,0.0583315844049223,-0.00197207624791675,3.38080350128522
16,"max_source_variance","Max source variance",0.0591787433632319,0.0583315844049223,0.000847158958309648,-1.45231604276149
16,"variance_times_gradient","Variance x |gradient mean|",0.05318426056583,0.0583315844049223,-0.00514732383909228,8.82424828950459
