"source","source_label","budget","method","label","RMSE","MAE","Coverage95","CalibrationMAE","CRPS","NLPD","MeanSD","MeanVariance","LatentIntegratedVariance"
"spike","Hidden narrow spike",16,"uniform","Uniform",0.0583315844049223,0.0152122487707859,0.990481856038073,0.183996505056514,0.027908202102908,-1.25745541545587,0.0948214115395267,0.00901342606232093,0.00860084089164426
"spike","Hidden narrow spike",16,"random","Random",0.0563595081570055,0.0147758837522134,0.990481856038073,0.182509295062463,0.0280628613228289,-1.25191449887355,0.0956567736597915,0.00918269507964835,0.00877879998862711
"spike","Hidden narrow spike",16,"max_source_variance","Max source variance",0.0591787433632319,0.0141087238622023,0.989886972040452,0.184070865556217,0.0279643105747728,-1.25425411630195,0.0952046214913314,0.00909070226579559,0.00868019078626328
"spike","Hidden narrow spike",16,"variance_times_gradient","Variance x |gradient mean|",0.05318426056583,0.0148487134158817,0.991076740035693,0.183401621058894,0.0282785261144125,-1.23437282754342,0.0985997054946109,0.00976682371226432,0.00940247074653684
