"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,7.76,324.282215436157,NA,324.282215436157,NA,NA,NA
"spike","multistart_eb","matern05",0,5.07,324.277883099706,NA,324.277883099706,NA,NA,NA
"spike","multistart_eb","matern15",0,6.01,324.280934967587,NA,324.280934967587,NA,NA,NA
"spike","multistart_eb","matern25",0,6.3,324.281549837909,NA,324.281549837909,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.68,222.720379873756,NA,222.720379873756,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.78,222.746694434015,NA,222.746694434015,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.66,222.749335199414,NA,222.749335199414,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.73,222.744939184978,NA,222.744939184978,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.36,269.808647375888,NA,269.808647375888,NA,NA,NA
"dipole","multistart_eb","matern05",0,5.17,269.757598551456,NA,269.757598551456,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.79,269.788591974211,NA,269.788591974211,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.75,269.797245711847,NA,269.797245711847,NA,NA,NA
"ring","multistart_eb","rbf",0,1.89,240.227954949525,NA,240.227954949525,NA,NA,NA
"ring","multistart_eb","matern05",0,2.3,240.081919298421,NA,240.081919298421,NA,NA,NA
"ring","multistart_eb","matern15",0,2.1,240.148695623364,NA,240.148695623364,NA,NA,NA
"ring","multistart_eb","matern25",0,2.16,240.173491595085,NA,240.173491595085,NA,NA,NA
"edge","multistart_eb","rbf",0,2.5,173.768021248046,NA,173.768021248046,NA,NA,NA
"edge","multistart_eb","matern05",0,1.95,173.921261045359,NA,173.921261045359,NA,NA,NA
"edge","multistart_eb","matern15",0,2.14,173.868459127775,NA,173.868459127775,NA,NA,NA
"edge","multistart_eb","matern25",0,2.24,173.808320246944,NA,173.808320246944,NA,NA,NA
"sine","multistart_eb","rbf",0,1.53999999999999,197.797701208662,NA,197.797701208662,NA,NA,NA
"sine","multistart_eb","matern05",0,1.89,197.241405796252,NA,197.241405796252,NA,NA,NA
"sine","multistart_eb","matern15",0,1.72,197.400987100092,NA,197.400987100092,NA,NA,NA
"sine","multistart_eb","matern25",0,1.58999999999999,197.489790411994,NA,197.489790411994,NA,NA,NA
