"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0551433449506609,0.0146222130237659,2.66639596515991e-05,1.05,0.00163824733883178,0.0016382473388318,1.04999999999999,"root located"
"mixture","Broad plus sharp source",0.0915228493638899,0.055495621462212,5.56562404831294e-05,1.05,0.0153838664133933,0.0153838664133935,1.04999999999999,"root located"
"dipole","Positive-negative dipole",0.112974533616104,0.0589718681480473,1.28585168705097e-05,1.05,0.00427263153033955,0.00427263153032749,1.05000000000296,"root located"
"ring","Ring-shaped source",0.229792737764348,0.151847241885441,8.92754445731551e-05,1.05,0.0125394842545055,0.0125394842545056,1.04999999999999,"root located"
"edge","Moving-edge source",0.38453144541656,0.309778842604136,2.26253694371375e-05,1.05,0.036150322847343,0.0361503228473583,1.04999999999956,"root located"
"sine","Sine-cosine source",0.298960564888061,0.214735358132602,2.04204587074567e-05,1.05,0.0208242582951906,0.0208242582951895,1.05000000000006,"root located"
