"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,2.84,321.721239227463,NA,321.721239227463,NA,NA,NA
"spike","multistart_eb","matern05",0,2.77,321.590865483724,NA,321.590865483724,NA,NA,NA
"spike","multistart_eb","matern15",0,2.89,321.643358437667,NA,321.643358437667,NA,NA,NA
"spike","multistart_eb","matern25",0,2.71,321.664771889187,NA,321.664771889187,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.65,221.451742814733,NA,221.451742814733,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.94,220.90582039528,NA,220.90582039528,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.84,221.135563118637,NA,221.135563118637,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.81,221.231139696798,NA,221.231139696798,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.27,258.820129806358,NA,258.820129806358,NA,NA,NA
"dipole","multistart_eb","matern05",0,2.59,258.709168964701,NA,258.709168964701,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.52,258.765311825516,NA,258.765311825516,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.62,258.783069855428,NA,258.783069855428,NA,NA,NA
"ring","multistart_eb","rbf",0,2.14,233.958205991583,NA,233.958205991583,NA,NA,NA
"ring","multistart_eb","matern05",0,2.25,233.312461038677,NA,233.312461038677,NA,NA,NA
"ring","multistart_eb","matern15",0,1.88,233.528567508864,NA,233.528567508864,NA,NA,NA
"ring","multistart_eb","matern25",0,2.11,233.639895792526,NA,233.639895792526,NA,NA,NA
"edge","multistart_eb","rbf",0,2.37,181.990849824648,NA,181.990849824648,NA,NA,NA
"edge","multistart_eb","matern05",0,1.96,180.872825091969,NA,180.872825091969,NA,NA,NA
"edge","multistart_eb","matern15",0,1.88999999999999,181.528321663111,NA,181.528321663111,NA,NA,NA
"edge","multistart_eb","matern25",0,2.18,181.757166398809,NA,181.757166398809,NA,NA,NA
"sine","multistart_eb","rbf",0,1.57,202.512201115516,NA,202.512201115516,NA,NA,NA
"sine","multistart_eb","matern05",0,1.69,200.917263384131,NA,200.917263384131,NA,NA,NA
"sine","multistart_eb","matern15",0,1.74,201.568740207848,NA,201.568740207848,NA,NA,NA
"sine","multistart_eb","matern25",0,1.65,201.856077160647,NA,201.856077160647,NA,NA,NA
