"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.48709832999607,"ell",0.0831508933141121
"spike","multistart_eb","rbf","log_sigma_f",-3.12000409627809,"sigma_f",0.044156987540022
"spike","multistart_eb","rbf","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern05","log_ell",-2.58373320805462,"ell",0.075491651269409
"spike","multistart_eb","matern05","log_sigma_f",-2.97155437708077,"sigma_f",0.0512236275867315
"spike","multistart_eb","matern05","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern15","log_ell",-2.51485136247686,"ell",0.0808749323629891
"spike","multistart_eb","matern15","log_sigma_f",-3.05785525176425,"sigma_f",0.0469883654391378
"spike","multistart_eb","matern15","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern25","log_ell",-2.49909122576145,"ell",0.0821596292620842
"spike","multistart_eb","matern25","log_sigma_f",-3.08296372150857,"sigma_f",0.0458232478572407
"spike","multistart_eb","matern25","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"mixture","multistart_eb","rbf","log_ell",-1.58912080982625,"ell",0.204104979966066
"mixture","multistart_eb","rbf","log_sigma_f",-1.69875444098989,"sigma_f",0.182911208930157
"mixture","multistart_eb","rbf","log_sigma_n",-8.28865343127193,"sigma_n",0.000251352698647274
"mixture","multistart_eb","matern05","log_ell",-1.08636921960194,"ell",0.337439440744191
"mixture","multistart_eb","matern05","log_sigma_f",-1.59119932626763,"sigma_f",0.203681184994422
"mixture","multistart_eb","matern05","log_sigma_n",-8.78996619559531,"sigma_n",0.0001522531144242
"mixture","multistart_eb","matern15","log_ell",-1.31234491072207,"ell",0.269188093679079
"mixture","multistart_eb","matern15","log_sigma_f",-1.65432441060174,"sigma_f",0.19122119909143
"mixture","multistart_eb","matern15","log_sigma_n",-8.43587648737211,"sigma_n",0.000216942875120553
