"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0485111134408128,0.0109177836436416,1.09305617391863e-06,1.05,0.000163824733884353,0.00016382473388318,1.05000000000752,"root located"
"mixture","Broad plus sharp source",0.062976249148962,0.0310068751061127,4.9562145328829e-06,1.05,0.00153838664133935,0.00153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.0630599719538632,0.0309030289237439,7.19344873921128e-07,1.05,0.000427263153036975,0.000427263153032749,1.05000000001039,"root located"
"ring","Ring-shaped source",0.182750026515684,0.110355649821985,2.00220432598426e-06,1.05,0.00125394842545053,0.00125394842545056,1.04999999999998,"root located"
"edge","Moving-edge source",0.301340590254621,0.193466257393662,2.76169004581331e-06,1.05,0.00361503228473582,0.00361503228473583,1.05,"root located"
"sine","Sine-cosine source",0.193204255268478,0.106727508586188,1.8541735102894e-06,1.05,0.0020824258295188,0.00208242582951895,1.04999999999993,"root located"
