"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.31,325.183167297259,NA,325.183167297259,NA,NA,NA
"spike","multistart_eb","matern05",0,2.82,325.129390490887,NA,325.129390490887,NA,NA,NA
"spike","multistart_eb","matern15",0,2.79,325.151277811059,NA,325.151277811059,NA,NA,NA
"spike","multistart_eb","matern25",0,2.91,325.159202079376,NA,325.159202079376,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.81,222.711385412361,NA,222.711385412361,NA,NA,NA
"mixture","multistart_eb","matern05",0,2,222.299197568192,NA,222.299197568192,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.89,222.496328383805,NA,222.496328383805,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.68,222.571140785116,NA,222.571140785116,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.29,270.765838446852,NA,270.765838446852,NA,NA,NA
"dipole","multistart_eb","matern05",0,2.53,270.50476656646,NA,270.50476656646,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.24,270.636150754701,NA,270.636150754701,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.19,270.677013566719,NA,270.677013566719,NA,NA,NA
"ring","multistart_eb","rbf",0,1.65,231.442421123237,NA,231.442421123237,NA,NA,NA
"ring","multistart_eb","matern05",0,2.14,231.081532812398,NA,231.081532812398,NA,NA,NA
"ring","multistart_eb","matern15",0,2.33000000000001,231.167559989248,NA,231.167559989248,NA,NA,NA
"ring","multistart_eb","matern25",0,2.2,231.227888559728,NA,231.227888559728,NA,NA,NA
"edge","multistart_eb","rbf",0,1.93,172.997695835195,NA,172.997695835195,NA,NA,NA
"edge","multistart_eb","matern05",0,2.25,172.874355269093,NA,172.874355269093,NA,NA,NA
"edge","multistart_eb","matern15",0,2.01,172.942561937895,NA,172.942561937895,NA,NA,NA
"edge","multistart_eb","matern25",0,1.97,172.960960639135,NA,172.960960639135,NA,NA,NA
"sine","multistart_eb","rbf",0,1.45,201.682510573997,NA,201.682510573997,NA,NA,NA
"sine","multistart_eb","matern05",0,1.74,200.173349597708,NA,200.173349597708,NA,NA,NA
"sine","multistart_eb","matern15",0,1.89,200.802238388532,NA,200.802238388532,NA,NA,NA
"sine","multistart_eb","matern25",0,1.56,201.076051610098,NA,201.076051610098,NA,NA,NA
