"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0543693183751677,0.019223077472138,0.901844140392623,0.0875903962923006,0.0902301457465794,0.0164530679486206,1.1267558815038
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0534015253359352,0.0190777570244518,0.979773944080904,0.175094045142704,0.139705904223676,0.0186976142238299,-1.42564083645011
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0535888844697819,0.019275530988063,0.943486020226056,0.124738601543829,0.105860722784057,0.0172064790935168,-0.883999134125458
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0537628832233954,0.0192213013888124,0.924449732302201,0.111117675417697,0.101547813801309,0.0168601376485267,-0.471654705588224
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.101906185794107,0.0705117621767743,0.869125520523498,0.30811218703906,0.0572289559785842,0.0523825516863722,-0.108866135215147
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.10004490721004,0.0687002308065675,0.989886972040452,0.555496943077801,0.132390318262939,0.0540050004835449,-0.744538311555353
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.100282410900571,0.0692363280583967,0.953004164187983,0.386800580024363,0.0460079565734682,0.0508655765881384,-0.662925751723923
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.100686730049265,0.0696117580640365,0.917311124330755,0.351682575763886,0.0309648274836407,0.0511028426429845,-0.516425056321192
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0905128272152144,0.0668403493720676,0.965496728138013,0.422027185316679,0.0698033164782867,0.0503038318281622,-0.893043949896793
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0959457020469428,0.071200846361857,0.996430696014277,0.86026847135649,0.169421847114813,0.0672441690438163,-0.496163654967288
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0943108138360589,0.072337058968706,0.983343248066627,0.615471117259638,0.128969735276621,0.0576987212130214,-0.733382183392921
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0931529930673383,0.0711599844057069,0.979179060083284,0.544534469768069,0.109069378346222,0.0550287707840081,-0.802986468611481
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.227011154848229,0.155992024213461,0.588340273646639,0.282099243184765,0.297636451516954,0.133530386559296,9.95557109785998
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.218358078497427,0.155103751472504,0.842355740630577,0.660218721169587,0.0617946906603212,0.118738048776853,0.123866290279699
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.22316321732062,0.155640473482866,0.7441998810232,0.410913464137398,0.176503197501487,0.125863405601144,2.08322997025102
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.225033658906076,0.156010537004809,0.682331945270672,0.35522777674732,0.221788741820345,0.128991060816523,3.84747181550801
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.302292982468214,0.247857782224104,0.571683521713266,0.514336651672996,0.350878569303986,0.197832329564348,3.98128545365344
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.29850408388468,0.249594829550478,0.89708506841166,0.999400141246868,0.0822884443783462,0.173781587216547,0.289466108029924
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.300988784423211,0.248184595653101,0.685901249256395,0.652722657033475,0.261794690660321,0.188021797470794,1.41057674792554
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.301991672887513,0.248256386293973,0.631171921475312,0.586752422488964,0.304551977989292,0.192731045448615,2.25588972785157
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.174814777618852,0.126379302144861,0.983938132064248,0.737258278814548,0.0482142325996431,0.0916899723324078,-0.468536903879608
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.204536914070219,0.15874702990622,1,1.60194598196145,0.161093471148126,0.132411201955751,0.132496580712081
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.187033289299157,0.141518930966554,1,1.00844158920988,0.103464083878644,0.104448029784399,-0.2408539482671
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.181613394659085,0.135245770547851,0.996430696014277,0.884049835562765,0.0823457019631172,0.0985240505383137,-0.340105780936887
