"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0440119409366971,0.0105128410246307,0.932778108268888,0.0891758908369515,0.134861317668055,0.0127932218874161,-0.511011154042812
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0454248662568924,0.0100627089589804,0.969660916121356,0.156564852522396,0.155395969660916,0.0152657991209802,-1.63753121843222
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442812921310522,0.0103923914595392,0.957168352171327,0.118831486660008,0.14081759369423,0.0138156366139299,-1.41638097888281
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0441203919729258,0.010430330098861,0.94883997620464,0.107680686716193,0.136794690660321,0.0134192988186495,-1.21427293233453
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0634461189958516,0.024057277688914,0.887566924449732,0.103095911956454,0.083240258774539,0.0210456174591605,2.89369739458745
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0483041965505504,0.0186627881557522,0.984533016061868,0.280770135688338,0.163398646638905,0.0233788667256525,-1.43982130517796
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0558880659074446,0.019674500336745,0.941106484235574,0.152569895441912,0.121030264723379,0.0196607516801403,-0.818833431656898
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0589575965172871,0.0209368048445614,0.925639500297442,0.128964853388522,0.104001710291493,0.0198395419318103,0.0834343238912009
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0348002842633834,0.0166615564135036,0.960142772159429,0.19241459304074,0.12222746876859,0.0188190184004206,-1.44848517896822
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0405572785848397,0.0164278363859606,0.990481856038073,0.475099496289256,0.177006618084474,0.0330602696871542,-1.1352230114684
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0330035821345297,0.0138103515477056,0.980963712076145,0.30136058469902,0.167591091612136,0.0227285824535877,-1.53916459080136
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0329059321902879,0.0142296187311124,0.979773944080904,0.256609566559289,0.155842132659131,0.0206467577212333,-1.62612698515408
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.142978052914582,0.0821814573565495,0.852468768590125,0.467357034902286,0.0853669690660321,0.0753309396202165,-0.306829479060779
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.159069227455773,0.0970437911942884,0.893515764425937,0.565765771507289,0.0635347263533611,0.0835746562878498,-0.355687456878214
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158562778815815,0.0988644280620091,0.776918500892326,0.383299764510107,0.114694750148721,0.0842966984513874,0.252563326196637
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.15931943185508,0.0999907439448419,0.744794765020821,0.341184440900808,0.136408016061868,0.0856526147302229,0.754066283220683
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.189184263621093,0.124197747060602,0.725163593099346,0.273242689212869,0.205578152885187,0.102585535224521,4.20575639114582
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.168751710580167,0.0994636022453111,0.901249256395003,0.584841996546417,0.0932045657346817,0.0837914132577933,-0.366609814999049
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.178005265995074,0.109155321639889,0.813801308744795,0.345149520376453,0.0924014723378941,0.0893201892071804,0.809962978708108
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.181844108840806,0.113935991443717,0.791195716835217,0.305828576032236,0.130250966686496,0.0935130806216106,1.81307631755342
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0433497353130229,0.0315357573670627,0.261748958953004,0.0302870497639044,0.593963042831648,0.0281717971984229,19.730858659891
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.056467384794089,0.0412653062367742,1,0.450706126300721,0.165406380130874,0.0361172235477133,-1.16150474944359
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0433706199196974,0.033810267430765,0.804878048780488,0.108898834325817,0.164308075550268,0.0246328735257127,-1.05687646071862
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0419679668350146,0.0320790354726267,0.498512790005949,0.0609777270334199,0.422933893515764,0.0258896239234313,2.64839427480756
