"iteration","batch","batch_acceptance","gain","log_scale","scale","min_eigenvalue","max_eigenvalue","source","chain"
350,6,0.26,0.341278751846537,1.00836150521089,2.74110604555849,0.0279305083198162,0.408639667807015,"dipole",3
400,7,0.2,0.311129489211826,0.997783102577693,2.7122623512275,0.0275366970580291,0.444977065396727,"dipole",3
450,8,0.3,0.287174588749259,1.01673662543514,2.76415954138443,0.0337878109020945,0.477862969307431,"dipole",3
500,9,0.14,0.267580520586744,0.99158405649999,2.69550091806159,0.0317907711464688,0.482404246455619,"dipole",3
550,10,0.24,0.251188643150958,0.993091188358896,2.69956645625242,0.0305485213061549,0.474476377633068,"dipole",3
600,11,0.3,0.237227148661716,1.00874818017057,2.74216616757623,0.0326991600465923,0.500504001168352,"dipole",3
650,12,0.18,0.225160006420102,0.996589539823883,2.70902702707181,0.0317933574195919,0.577372011941921,"dipole",3
700,13,0.32,0.214602110453007,1.01504532132284,2.75948845820959,0.0327723553125412,0.601293635748201,"dipole",3
750,14,0.16,0.205268911144867,0.999855421898122,2.71788885284044,0.0307959854343486,0.568358291093931,"dipole",3
800,15,0.12,0.196945129270852,0.977403677161245,2.65754742597492,0.0292420173287675,0.534367496661204,"dipole",3
850,16,0.22,0.1894645708138,0.974751173169851,2.65050761151573,0.0298865703354121,0.517485822608484,"dipole",3
900,17,0.22,0.182696676564573,0.972193419697947,2.64373692902959,0.0294023874125861,0.513295226374026,"dipole",3
950,18,0.26,0.176537306841469,0.976783389675826,2.6558994937134,0.0294727648965197,0.504929925824923,"dipole",3
1000,19,0.36,0.170902273217667,0.998317076101252,2.71371101425143,0.0349204551780168,0.557659506203732,"dipole",3
1050,20,0.3,0.165722700866999,1.00925477435847,2.74355568494999,0.0345621865073832,0.548183088644983,"dipole",3
1100,21,0.28,0.160941640249306,1.01665808980994,2.76394246491092,0.0342712104681899,0.566092386042595,"dipole",3
1150,22,0.32,0.156511549654616,1.03011808308024,2.80139661271005,0.0346624033076429,0.575108020764555,"dipole",3
1200,23,0.18,0.152392396370317,1.02188889367624,2.77843798440095,0.0346997045513983,0.553445282293281,"dipole",3
100,1,0.66,1,1.06158868669866,2.89096017288826,0.0193654491732503,0.186873002063849,"dipole",4
150,2,0.3,0.659753955386447,1.10513244775416,3.01962438479018,0.0494345852703918,0.670243219884209,"dipole",4
200,3,0.22,0.517281857971787,1.09789050174256,2.99783542049991,0.0492386194764072,0.750430809870297,"dipole",4
250,4,0.12,0.435275281648062,1.04826911963468,2.85270914406867,0.0439259667124863,0.626656284481596,"dipole",4
300,5,0.18,0.380730787743176,1.02770965709655,2.7946577745712,0.0396369307503053,0.72815670917946,"dipole",4
350,6,0.2,0.341278751846537,1.01610617953376,2.76241743753962,0.0395220949870998,0.676057578701396,"dipole",4
400,7,0.24,0.311129489211826,1.01797295646904,2.7675790710078,0.0397093777381389,0.635445376068305,"dipole",4
450,8,0.22,0.287174588749259,1.01395251222655,2.75647451125561,0.0403089299580837,0.584446826223737,"dipole",4
500,9,0.14,0.267580520586744,0.988799943291392,2.68800677546329,0.0362902113216924,0.549144018731984,"dipole",4
550,10,0.34,0.251188643150958,1.01542593946539,2.76053896949009,0.0389218430187727,0.747258466501055,"dipole",4
600,11,0.32,0.237227148661716,1.0358274742503,2.8174366275826,0.0407173943998073,0.778352842022934,"dipole",4
650,12,0.28,0.225160006420102,1.04618483454563,2.84676947706625,0.0438266531025001,0.763998113846804,"dipole",4
700,13,0.26,0.214602110453007,1.0517644894174,2.86269786437546,0.0421726868103508,0.740925543449055,"dipole",4
750,14,0.2,0.205268911144867,1.04478534643848,2.84278824353359,0.0431817047990768,0.69477223574022,"dipole",4
800,15,0.18,0.196945129270852,1.03415030945785,2.81271528240953,0.0440558345760926,0.692792996059799,"dipole",4
850,16,0.06,0.1894645708138,1.00118347413625,2.72150074907701,0.0429347335511696,0.637501341223327,"dipole",4
900,17,0.34,0.182696676564573,1.0205493218521,2.77471855893688,0.0444520443057428,0.669522043421673,"dipole",4
950,18,0.26,0.176537306841469,1.02513929182997,2.78748370723203,0.0456385212425921,0.658738903062634,"dipole",4
1000,19,0.26,0.170902273217667,1.02958275093363,2.79989733638909,0.0485584192243376,0.638386150980982,"dipole",4
1050,20,0.06,0.165722700866999,1.00074700098278,2.7203131462601,0.0475134218333209,0.596509542331098,"dipole",4
1100,21,0.16,0.160941640249306,0.988837319604327,2.68810724512329,0.0452630240474184,0.5649077269737,"dipole",4
1150,22,0.3,0.156511549654616,0.999167081881532,2.71601866491882,0.0458718650044033,0.573239245872157,"dipole",4
1200,23,0.22,0.152392396370317,0.997033588332347,2.71023023360383,0.0450964187864086,0.558253445282904,"dipole",4
