"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0471005286327226,0.00966728488856461,8.95098595113859e-08,1.05,1.63824733883145e-05,1.6382473388318e-05,1.04999999999977,"root located"
"mixture","Broad plus sharp source",0.0480720454501226,0.0189988204016143,3.98371051979143e-07,1.05,0.000153838664133931,0.000153838664133935,1.04999999999998,"root located"
"dipole","Positive-negative dipole",0.0561302569132793,0.0254022271730108,6.62765350545673e-08,1.05,4.27263153031707e-05,4.27263153032749e-05,1.04999999999744,"root located"
"ring","Ring-shaped source",0.172850468823504,0.100844374411557,1.53958494047362e-07,1.05,0.000125394842544813,0.000125394842545056,1.04999999999796,"root located"
"edge","Moving-edge source",0.276003479409862,0.163345881470619,2.44036911724035e-07,1.05,0.000361503228473568,0.000361503228473583,1.04999999999996,"root located"
"sine","Sine-cosine source",0.177204398720176,0.0876895801801307,1.7089953688398e-07,1.05,0.000208242582951903,0.000208242582951895,1.05000000000004,"root located"
