"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.74,355.672053408907,NA,355.672053408907,NA,NA,NA
"spike","multistart_eb","matern05",0,3.08,355.050164679937,NA,355.050164679937,NA,NA,NA
"spike","multistart_eb","matern15",0,2.8,355.47008841223,NA,355.47008841223,NA,NA,NA
"spike","multistart_eb","matern25",0,2.8,355.561383214064,NA,355.561383214064,NA,NA,NA
"mixture","multistart_eb","rbf",0,3.56,308.82683849937,NA,308.82683849937,NA,NA,NA
"mixture","multistart_eb","matern05",0,4.35,307.20276319229,NA,307.20276319229,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.74,308.648441279257,NA,308.648441279257,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.15,308.899117015824,NA,308.899117015824,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.5,296.37706395189,NA,296.37706395189,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.34,291.973453052893,NA,291.973453052893,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.22000000000001,294.358610068362,NA,294.358610068362,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.73,295.065834636605,NA,295.065834636605,NA,NA,NA
"ring","multistart_eb","rbf",0,6.7,277.899809283347,NA,277.899809283347,NA,NA,NA
"ring","multistart_eb","matern05",0,4.84,277.935633942262,NA,277.935633942262,NA,NA,NA
"ring","multistart_eb","matern15",0,4.38,277.880882400878,NA,277.880882400878,NA,NA,NA
"ring","multistart_eb","matern25",0,4.44,277.85780720544,NA,277.85780720544,NA,NA,NA
"edge","multistart_eb","rbf",0,3.41,262.684664269532,NA,262.684664269532,NA,NA,NA
"edge","multistart_eb","matern05",0,3.87,268.196934337364,NA,268.196934337364,NA,NA,NA
"edge","multistart_eb","matern15",0,2.89,266.963985085105,NA,266.963985085105,NA,NA,NA
"edge","multistart_eb","matern25",0,3.21000000000001,265.888039375271,NA,265.888039375271,NA,NA,NA
"sine","multistart_eb","rbf",0,2.33,352.355875200661,NA,352.355875200661,NA,NA,NA
"sine","multistart_eb","matern05",0,4.08,281.406257016086,NA,281.406257016086,NA,NA,NA
"sine","multistart_eb","matern15",0,3.78,312.226908179172,NA,312.226908179172,NA,NA,NA
"sine","multistart_eb","matern25",0,3.04000000000001,328.545534649164,NA,328.545534649164,NA,NA,NA
