"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.63655098623681,"ell",0.0716078204916215
"spike","multistart_eb","rbf","log_sigma_f",-3.10669153931787,"sigma_f",0.0447487602158916
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.66224461442256,"ell",0.0697913910353775
"spike","multistart_eb","matern05","log_sigma_f",-2.95971721225077,"sigma_f",0.0518335729998272
"spike","multistart_eb","matern05","log_sigma_n",-16.2028395078519,"sigma_n",9.18747585125313e-08
"spike","multistart_eb","matern15","log_ell",-2.63087006071449,"ell",0.0720157768744025
"spike","multistart_eb","matern15","log_sigma_f",-3.03840373710857,"sigma_f",0.0479113075286235
"spike","multistart_eb","matern15","log_sigma_n",-13.2801194466912,"sigma_n",1.70811617511952e-06
"spike","multistart_eb","matern25","log_ell",-2.6271051290048,"ell",0.0722874223989046
"spike","multistart_eb","matern25","log_sigma_f",-3.06290800988235,"sigma_f",0.0467515434002944
"spike","multistart_eb","matern25","log_sigma_n",-13.3098982203746,"sigma_n",1.65800046569346e-06
"mixture","multistart_eb","rbf","log_ell",-1.58070088313966,"ell",0.205830784310857
"mixture","multistart_eb","rbf","log_sigma_f",-1.68675968529518,"sigma_f",0.18511839506128
"mixture","multistart_eb","rbf","log_sigma_n",-8.75250433786033,"sigma_n",0.000158064980916903
"mixture","multistart_eb","matern05","log_ell",-0.937536063348873,"ell",0.391591504321115
"mixture","multistart_eb","matern05","log_sigma_f",-1.62127594027043,"sigma_f",0.19764635318737
"mixture","multistart_eb","matern05","log_sigma_n",-14.7610672340183,"sigma_n",3.88463262504384e-07
"mixture","multistart_eb","matern15","log_ell",-1.23879956344666,"ell",0.289731813923947
"mixture","multistart_eb","matern15","log_sigma_f",-1.6455858943058,"sigma_f",0.192899510953721
"mixture","multistart_eb","matern15","log_sigma_n",-9.00391833084359,"sigma_n",0.000122927189783658
"mixture","multistart_eb","matern25","log_ell",-1.35475370843835,"ell",0.258010832517923
"mixture","multistart_eb","matern25","log_sigma_f",-1.65803008535872,"sigma_f",0.190513906827881
"mixture","multistart_eb","matern25","log_sigma_n",-8.89090256729711,"sigma_n",0.000137635376713971
"dipole","multistart_eb","rbf","log_ell",-2.30072928853204,"ell",0.100185752753283
"dipole","multistart_eb","rbf","log_sigma_f",-1.79686245372689,"sigma_f",0.165818335601241
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16413833716244,"ell",0.114848852962553
"dipole","multistart_eb","matern05","log_sigma_f",-1.66119774088871,"sigma_f",0.189911379201178
"dipole","multistart_eb","matern05","log_sigma_n",-16.4748026540038,"sigma_n",6.99977558985016e-08
"dipole","multistart_eb","matern15","log_ell",-2.17617954519797,"ell",0.113474226720625
"dipole","multistart_eb","matern15","log_sigma_f",-1.74165367052332,"sigma_f",0.175230387563365
"dipole","multistart_eb","matern15","log_sigma_n",-16.3673676564469,"sigma_n",7.79367952189911e-08
"dipole","multistart_eb","matern25","log_ell",-2.20272672198972,"ell",0.110501440491214
"dipole","multistart_eb","matern25","log_sigma_f",-1.76179928691925,"sigma_f",0.171735584074991
"dipole","multistart_eb","matern25","log_sigma_n",-16.5046941138231,"sigma_n",6.79363829972412e-08
"ring","multistart_eb","rbf","log_ell",-2.11905122738536,"ell",0.120145565274973
"ring","multistart_eb","rbf","log_sigma_f",-1.55651193177385,"sigma_f",0.210870319964337
"ring","multistart_eb","rbf","log_sigma_n",-8.19020818034047,"sigma_n",0.000277356138134763
"ring","multistart_eb","matern05","log_ell",-1.9188518159503,"ell",0.14677539058077
"ring","multistart_eb","matern05","log_sigma_f",-1.4151703866754,"sigma_f",0.242884225687159
"ring","multistart_eb","matern05","log_sigma_n",-8.56131873076267,"sigma_n",0.000191366765927841
"ring","multistart_eb","matern15","log_ell",-2.00516212277167,"ell",0.134638465964729
"ring","multistart_eb","matern15","log_sigma_f",-1.50905731593212,"sigma_f",0.221118324463072
"ring","multistart_eb","matern15","log_sigma_n",-8.30034773283366,"sigma_n",0.000248430424670802
"ring","multistart_eb","matern25","log_ell",-2.0383345777287,"ell",0.130245444015433
"ring","multistart_eb","matern25","log_sigma_f",-1.53055661483905,"sigma_f",0.216415173887721
"ring","multistart_eb","matern25","log_sigma_n",-8.253073920218,"sigma_n",0.000260456702390656
"edge","multistart_eb","rbf","log_ell",-1.66016816446584,"ell",0.190107008169844
"edge","multistart_eb","rbf","log_sigma_f",-0.697265804133032,"sigma_f",0.497944923162442
"edge","multistart_eb","rbf","log_sigma_n",-8.00126429144681,"sigma_n",0.000335038773365623
"edge","multistart_eb","matern05","log_ell",-0.0123410308377144,"ell",0.987734807388814
"edge","multistart_eb","matern05","log_sigma_f",-0.468387718215518,"sigma_f",0.626010760823729
