"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,5.65,353.797111537944,NA,353.797111537944,NA,NA,NA
"spike","multistart_eb","matern05",0,5.45,353.31979056303,NA,353.31979056303,NA,NA,NA
"spike","multistart_eb","matern15",0,5.49,353.653589508018,NA,353.653589508018,NA,NA,NA
"spike","multistart_eb","matern25",0,5.72,353.721312892471,NA,353.721312892471,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.6,292.986309607909,NA,292.986309607909,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.17,291.91743579478,NA,291.91743579478,NA,NA,NA
"mixture","multistart_eb","matern15",0,2.05,292.765604155864,NA,292.765604155864,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.72,292.946085758117,NA,292.946085758117,NA,NA,NA
"dipole","multistart_eb","rbf",0,5,292.750276743928,NA,292.750276743928,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.27999999999999,289.431047954964,NA,289.431047954964,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.53,291.212588571197,NA,291.212588571197,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.9,291.737580732169,NA,291.737580732169,NA,NA,NA
"ring","multistart_eb","rbf",0,2.1,275.954017886448,NA,275.954017886448,NA,NA,NA
"ring","multistart_eb","matern05",0,2.86,276.185856586222,NA,276.185856586222,NA,NA,NA
"ring","multistart_eb","matern15",0,2.22,276.048460498728,NA,276.048460498728,NA,NA,NA
"ring","multistart_eb","matern25",0,2.5,275.998832133501,NA,275.998832133501,NA,NA,NA
"edge","multistart_eb","rbf",0,1.47,249.635136616096,NA,249.635136616096,NA,NA,NA
"edge","multistart_eb","matern05",0,2.17,253.033779655162,NA,253.033779655162,NA,NA,NA
"edge","multistart_eb","matern15",0,1.59,252.246920692694,NA,252.246920692694,NA,NA,NA
"edge","multistart_eb","matern25",0,1.36,251.582339857108,NA,251.582339857108,NA,NA,NA
"sine","multistart_eb","rbf",0,1.7,286.064469748588,NA,286.064469748588,NA,NA,NA
"sine","multistart_eb","matern05",0,3.88000000000001,271.120245700472,NA,271.120245700472,NA,NA,NA
"sine","multistart_eb","matern15",0,1.77,279.608379617114,NA,279.608379617114,NA,NA,NA
"sine","multistart_eb","matern25",0,1.67,282.367390773391,NA,282.367390773391,NA,NA,NA
