"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.59821749131402,"ell",0.0744060895788827
"spike","multistart_eb","rbf","log_sigma_f",-3.13663511807631,"sigma_f",0.0434286847145326
"spike","multistart_eb","rbf","log_sigma_n",-9.99782599086155,"sigma_n",4.54987369896649e-05
"spike","multistart_eb","matern05","log_ell",-2.76851223740525,"ell",0.0627553003125416
"spike","multistart_eb","matern05","log_sigma_f",-2.90519038160436,"sigma_f",0.0547383684310251
"spike","multistart_eb","matern05","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern15","log_ell",-2.75205194475837,"ell",0.0637968192583892
"spike","multistart_eb","matern15","log_sigma_f",-2.9735278798256,"sigma_f",0.0511226373021678
"spike","multistart_eb","matern15","log_sigma_n",-15.3035375094475,"sigma_n",2.25817765690739e-07
"spike","multistart_eb","matern25","log_ell",-2.72505382296556,"ell",0.0655426749219521
"spike","multistart_eb","matern25","log_sigma_f",-3.01138617613987,"sigma_f",0.0492233991461895
"spike","multistart_eb","matern25","log_sigma_n",-10.9198138648211,"sigma_n",1.80961044824333e-05
"mixture","multistart_eb","rbf","log_ell",-1.48625613227507,"ell",0.226218002396598
"mixture","multistart_eb","rbf","log_sigma_f",-1.72007206814999,"sigma_f",0.179053243410495
"mixture","multistart_eb","rbf","log_sigma_n",-8.26151641351693,"sigma_n",0.000258267054475694
"mixture","multistart_eb","matern05","log_ell",-0.939609090412232,"ell",0.390780565374481
"mixture","multistart_eb","matern05","log_sigma_f",-1.63695471274718,"sigma_f",0.194571667618299
"mixture","multistart_eb","matern05","log_sigma_n",-8.50700285040015,"sigma_n",0.000202048487871467
"mixture","multistart_eb","matern15","log_ell",-1.17199173156965,"ell",0.309749388833881
"mixture","multistart_eb","matern15","log_sigma_f",-1.6736095822134,"sigma_f",0.187568797248087
"mixture","multistart_eb","matern15","log_sigma_n",-8.33066319152681,"sigma_n",0.000241012154646675
"mixture","multistart_eb","matern25","log_ell",-1.27057130913528,"ell",0.280671225929553
"mixture","multistart_eb","matern25","log_sigma_f",-1.68399879239325,"sigma_f",0.185630193309198
"mixture","multistart_eb","matern25","log_sigma_n",-8.29937308353066,"sigma_n",0.000248672675246553
"dipole","multistart_eb","rbf","log_ell",-2.36073744967232,"ell",0.0943506187017063
"dipole","multistart_eb","rbf","log_sigma_f",-1.79114050281034,"sigma_f",0.166769859669493
