"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0449968063822434,0.0134111372393883,0.939916716240333,0.0931636203062756,0.13471259666865,0.0132526042775251,-0.62624109927043
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0456371686960632,0.0125349804117046,0.975609756097561,0.17080141081404,0.159337076145152,0.0160647989320368,-1.65521649786809
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0444885322597944,0.0134385865229546,0.963117192147531,0.136725320058573,0.145576665675193,0.0148542400090344,-1.57373710925716
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0443927454760985,0.0135481678941414,0.959547888161808,0.123546870262083,0.141040675193337,0.0143768460334658,-1.44823340109041
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0664500793699207,0.0254420779522062,0.885782272456871,0.122414679720241,0.0816786882807853,0.0215164321037135,1.88215223775605
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0572794763506662,0.0255657025072392,0.989886972040452,0.309573010616968,0.170537254610351,0.0263500788070159,-1.30945019296083
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0617593733890936,0.0238660680721494,0.956573468173706,0.176840308852198,0.118212001784652,0.0212652687499255,-0.807885168216943
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0635613690885174,0.0239714889762748,0.93575252825699,0.151233493424302,0.101473453301606,0.0209147066581579,-0.13079436894865
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0366595916276601,0.0216337797701824,0.964306960142772,0.217101827411836,0.115014500297442,0.0210235826732317,-1.50464384454237
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0413060449715086,0.0201597763170408,0.991671624033314,0.488785112057754,0.178716909577632,0.0340147685988588,-1.10798662954501
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0346561221204067,0.0188303743792355,0.982153480071386,0.31873968678113,0.165434637120761,0.0242934735218295,-1.48679343306428
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0347183006045078,0.0193777541957989,0.979773944080904,0.275765873500399,0.153313875669245,0.0224617592180227,-1.57021418162225
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.163163902555258,0.106494155463456,0.71743010113028,0.339481449897994,0.14257993753718,0.0897541469315383,1.17028218475694
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.162268427846522,0.101524057954355,0.909577632361689,0.631391946501959,0.0650219363474123,0.0863834544286302,-0.35399601416582
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.161284988832302,0.103057273013428,0.82034503271862,0.44601684121444,0.0931302052349792,0.0860736654180893,-0.0144107545799288
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.161757425864586,0.103983691502442,0.780487804878049,0.402523674642449,0.110456201665675,0.0870445128866278,0.270557717782105
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.196735624604757,0.136053568066241,0.739440809042237,0.334929523749931,0.201711406900654,0.110144930567223,2.91979193645026
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.180784035624843,0.120422751188963,0.889946460440214,0.652891812210098,0.0757298483045806,0.0951367982557087,-0.264010812693433
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.187836812190816,0.12561456756277,0.794170136823319,0.40505088660829,0.105712001784652,0.0998868674207191,0.683636105674538
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.19102421576427,0.128685981082661,0.770374776918501,0.366452755726632,0.143933298631767,0.10329837729642,1.39953501915644
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0509279727457589,0.0391506781351393,0.793575252825699,0.140104003372645,0.170926160023795,0.0280587909348634,-1.49550423886416
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0801420281174811,0.0604831302353946,0.995240928019036,0.595443245631993,0.15045991969066,0.050862492212594,-0.837788565762444
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0566919665116943,0.0426841435313079,0.973230220107079,0.256212840187521,0.0607067965496728,0.0306489334100636,-1.51609763327018
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.052753856859584,0.0401842831993872,0.937537180249851,0.197278242242174,0.014055249851279,0.028339573975807,-1.62138717584234
