"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.53,353.057451607178,NA,353.057451607178,NA,NA,NA
"spike","multistart_eb","matern05",0,5.22,352.874755388876,NA,352.874755388876,NA,NA,NA
"spike","multistart_eb","matern15",0,5.7,353.029811279247,NA,353.029811279247,NA,NA,NA
"spike","multistart_eb","matern25",0,4.16,353.042282724815,NA,353.042282724815,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.86,298.856135226565,NA,298.856135226565,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.03,296.246705624647,NA,296.246705624647,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.69,297.766689964177,NA,297.766689964177,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.89,298.23208511554,NA,298.23208511554,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.64,294.334293995449,NA,294.334293995449,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.15,291.136675344304,NA,291.136675344304,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.31,293.128565794467,NA,293.128565794467,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.05,293.639660768456,NA,293.639660768456,NA,NA,NA
"ring","multistart_eb","rbf",0,3.41999999999999,270.454357807464,NA,270.454357807464,NA,NA,NA
"ring","multistart_eb","matern05",0,2.18,270.825111436564,NA,270.825111436564,NA,NA,NA
"ring","multistart_eb","matern15",0,2.06,270.626369107557,NA,270.626369107557,NA,NA,NA
"ring","multistart_eb","matern25",0,1.87,270.554826967512,NA,270.554826967512,NA,NA,NA
"edge","multistart_eb","rbf",0,1.47,252.736572611498,NA,252.736572611498,NA,NA,NA
"edge","multistart_eb","matern05",0,2.14,258.059613727029,NA,258.059613727029,NA,NA,NA
"edge","multistart_eb","matern15",0,1.57,256.372126748402,NA,256.372126748402,NA,NA,NA
"edge","multistart_eb","matern25",0,1.45,255.356962793083,NA,255.356962793083,NA,NA,NA
"sine","multistart_eb","rbf",0,1.66,283.835724943131,NA,283.835724943131,NA,NA,NA
"sine","multistart_eb","matern05",0,4.56,268.512739103556,NA,268.512739103556,NA,NA,NA
"sine","multistart_eb","matern15",0,1.86999999999999,275.901361387692,NA,275.901361387692,NA,NA,NA
"sine","multistart_eb","matern25",0,1.76000000000001,278.868239844354,NA,278.868239844354,NA,NA,NA
