"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.86,355.332209599705,NA,355.332209599705,NA,NA,NA
"spike","multistart_eb","matern05",0,3.2,354.746755338347,NA,354.746755338347,NA,NA,NA
"spike","multistart_eb","matern15",0,2.83,355.1486028283,NA,355.1486028283,NA,NA,NA
"spike","multistart_eb","matern25",0,2.8,355.234015672479,NA,355.234015672479,NA,NA,NA
"mixture","multistart_eb","rbf",0,3.77,309.601007537701,NA,309.601007537701,NA,NA,NA
"mixture","multistart_eb","matern05",0,4.47,308.243222636489,NA,308.243222636489,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.63,309.7012982102,NA,309.7012982102,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.19,309.886254989455,NA,309.886254989455,NA,NA,NA
"dipole","multistart_eb","rbf",0,3.72,296.139811341464,NA,296.139811341464,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.8,291.867062555091,NA,291.867062555091,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.12,294.202179460663,NA,294.202179460663,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.88,294.887329988084,NA,294.887329988084,NA,NA,NA
"ring","multistart_eb","rbf",0,5.41,278.163659458599,NA,278.163659458599,NA,NA,NA
"ring","multistart_eb","matern05",0,4.83,278.143056429624,NA,278.143056429624,NA,NA,NA
"ring","multistart_eb","matern15",0,4.42,278.113424793084,NA,278.113424793084,NA,NA,NA
"ring","multistart_eb","matern25",0,4.04,278.09914371015,NA,278.09914371015,NA,NA,NA
"edge","multistart_eb","rbf",0,3.87,262.716325558375,NA,262.716325558375,NA,NA,NA
"edge","multistart_eb","matern05",0,3.78999999999999,267.968737407341,NA,267.968737407341,NA,NA,NA
"edge","multistart_eb","matern15",0,3.26000000000001,266.895119797521,NA,266.895119797521,NA,NA,NA
"edge","multistart_eb","matern25",0,3.05999999999999,265.864838190009,NA,265.864838190009,NA,NA,NA
"sine","multistart_eb","rbf",0,2.81999999999999,343.44618452008,NA,343.44618452008,NA,NA,NA
"sine","multistart_eb","matern05",0,4.28,281.622427673667,NA,281.622427673667,NA,NA,NA
"sine","multistart_eb","matern15",0,4.41999999999999,311.662759964885,NA,311.662759964885,NA,NA,NA
"sine","multistart_eb","matern25",0,2.37,324.758112647225,NA,324.758112647225,NA,NA,NA
