"source","source_label","budget","method","label","RMSE","MAE","Coverage95","CalibrationMAE","CRPS","NLPD","MeanSD","MeanVariance","LatentIntegratedVariance"
"dipole","Positive-negative dipole",16,"uniform","Uniform",0.125472600731826,0.0616080734485763,0.944080904223676,0.101250371802499,0.0561415862435676,-0.641283532887303,0.10773829039764,0.0116389965301537,0.0111271380985992
"dipole","Positive-negative dipole",16,"random","Random",0.119284090216514,0.0635408289873492,0.941106484235574,0.0983503123140987,0.0554437247797127,-0.692067591092682,0.108950206452083,0.0119154808239258,0.0114263408590356
"dipole","Positive-negative dipole",16,"max_source_variance","Max source variance",0.163858454045366,0.0724661330952617,0.917906008328376,0.117014797739441,0.0674190573185114,-0.232095573249447,0.108248760697657,0.0117554618795017,0.0112473002543124
"dipole","Positive-negative dipole",16,"variance_times_gradient","Variance x |gradient mean|",0.169436790116165,0.0686320276049221,0.914931588340274,0.123855963712076,0.068653438774435,-0.202348064131674,0.112047575165858,0.0126174012762465,0.0121616751075185
