"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0439663758343615,0.0105624878029911,0.933967876264128,0.0905341933066876,0.135158759666865,0.0128324934062989,-0.583910342601611
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0454104810961137,0.0101086644736353,0.969660916121356,0.157470583780822,0.155544690660321,0.0152998690999468,-1.64015859566519
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442529023247587,0.0104478438439826,0.957168352171327,0.120040618241033,0.141189396192742,0.0138579029382316,-1.43337533829306
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.044086610077253,0.0104897640382258,0.94883997620464,0.10895638745423,0.136794690660321,0.0134620520062663,-1.24305684273412
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0630399187749572,0.0229758995212873,0.889946460440214,0.104663609121002,0.0886685752528257,0.0205450831555869,2.71289230050748
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0482582640563194,0.0178565991311151,0.985127900059488,0.283033461171356,0.165332019631172,0.0232473517521426,-1.43823290144434
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0558574660183909,0.0186057938780581,0.938726948245092,0.153792266422761,0.126384220701963,0.0193279102651242,-0.823092231885197
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0587706607200444,0.019878763522088,0.924449732302201,0.130276249903974,0.1100249107674,0.019452372728103,0.0533260747807138
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.034671095599966,0.0165470989841401,0.960737656157049,0.193526303099311,0.122376189767995,0.0188216393833509,-1.46079716706955
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0404303160741465,0.0162992169716845,0.990481856038073,0.476210690309742,0.177080978584176,0.0330914404304153,-1.13361130716008
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0328717408486437,0.0136986132191847,0.980963712076145,0.30238434881624,0.167962894110648,0.0227479744649741,-1.53807503518714
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0327771659680521,0.0141307149975965,0.979773944080904,0.25765701287652,0.155470330160619,0.0206632777956599,-1.62627594975024
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.160886974086632,0.102671770929139,0.698393813206425,0.285663631440459,0.16728249553837,0.0886361703934701,2.24939919649131
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.158960844162438,0.0967520940991262,0.894705532421178,0.571085176524191,0.0636090868530636,0.0835754481393699,-0.359710649265457
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158430877776724,0.0988323868432874,0.784057108863772,0.387961680383491,0.112761377156454,0.0841801698423868,0.218884272754301
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.159186322462197,0.100013602400641,0.747769185008923,0.34559522855537,0.135366969066032,0.0855111492059297,0.698652820840742
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.186350318524082,0.122389566943726,0.719809637120761,0.268038123297867,0.206544839381321,0.101144304077574,4.41343365905763
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.166565010313387,0.0972323686046807,0.899464604402142,0.576368925067103,0.0958071832242713,0.0827629340418399,-0.372385525701312
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.175510944217479,0.107650525313706,0.809637120761452,0.339288147376533,0.0902450178465199,0.0881907584691499,0.862193599850676
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.179252013856681,0.112547140311491,0.787626412849494,0.30046074000795,0.131738176680547,0.0923385526527314,1.91251301609776
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0439395961151435,0.0314453041654819,0.273646638905413,0.0308642959882509,0.574480591909578,0.0282107227330282,18.8819226591369
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0558662799309453,0.0405649092612927,1,0.452377244028738,0.165332019631172,0.0360474999242382,-1.15943222692908
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0425264312527649,0.0326043463195474,0.80785246876859,0.111367054477925,0.14140504164188,0.0240480266157558,-1.12235378078075
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0420500497030838,0.0313229450380958,0.530636525877454,0.0614481849448014,0.398841091612136,0.0255949150286824,2.76674011234286
