"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.64570414704298,"ell",0.0709553731286801
"spike","multistart_eb","rbf","log_sigma_f",-3.10115017981423,"sigma_f",0.044997417496998
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.67025395582758,"ell",0.0692346405361278
"spike","multistart_eb","matern05","log_sigma_f",-2.95477167791999,"sigma_f",0.0520905526416313
"spike","multistart_eb","matern05","log_sigma_n",-16.112942136392,"sigma_n",1.00516681676375e-07
"spike","multistart_eb","matern15","log_ell",-2.63972719620771,"ell",0.0713807398370064
"spike","multistart_eb","matern15","log_sigma_f",-3.03282025729168,"sigma_f",0.0481795675625306
"spike","multistart_eb","matern15","log_sigma_n",-13.3523307410355,"sigma_n",1.58911906723632e-06
"spike","multistart_eb","matern25","log_ell",-2.63613635150868,"ell",0.0716375177371317
"spike","multistart_eb","matern25","log_sigma_f",-3.05727661285549,"sigma_f",0.0470155626035497
"spike","multistart_eb","matern25","log_sigma_n",-13.2381677274755,"sigma_n",1.78129892351167e-06
"mixture","multistart_eb","rbf","log_ell",-1.55588937859338,"ell",0.211001638824942
"mixture","multistart_eb","rbf","log_sigma_f",-1.69397281315823,"sigma_f",0.183787916632055
"mixture","multistart_eb","rbf","log_sigma_n",-8.70054927363811,"sigma_n",0.000166494334918172
"mixture","multistart_eb","matern05","log_ell",-0.930965127132905,"ell",0.394173099578779
"mixture","multistart_eb","matern05","log_sigma_f",-1.62834953397221,"sigma_f",0.196253216239533
"mixture","multistart_eb","matern05","log_sigma_n",-9.86723624070949,"sigma_n",5.18458201552202e-05
"mixture","multistart_eb","matern15","log_ell",-1.21365700918495,"ell",0.297108760814499
"mixture","multistart_eb","matern15","log_sigma_f",-1.65197031143298,"sigma_f",0.191671883026467
"mixture","multistart_eb","matern15","log_sigma_n",-8.90698417417401,"sigma_n",0.000135439681169927
"mixture","multistart_eb","matern25","log_ell",-1.32754264547924,"ell",0.265127974883052
"mixture","multistart_eb","matern25","log_sigma_f",-1.66335191024181,"sigma_f",0.189502718248778
"mixture","multistart_eb","matern25","log_sigma_n",-8.81341857134431,"sigma_n",0.000148723962430497
"dipole","multistart_eb","rbf","log_ell",-2.30430326059033,"ell",0.0998283307608656
"dipole","multistart_eb","rbf","log_sigma_f",-1.79614539642714,"sigma_f",0.165937279488913
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16759453856375,"ell",0.11445259736004
"dipole","multistart_eb","matern05","log_sigma_f",-1.65996560345719,"sigma_f",0.19014552033757
"dipole","multistart_eb","matern05","log_sigma_n",-16.4210806714218,"sigma_n",7.38610160325501e-08
"dipole","multistart_eb","matern15","log_ell",-2.18009036897715,"ell",0.113031315654516
"dipole","multistart_eb","matern15","log_sigma_f",-1.74067756618439,"sigma_f",0.175401514210122
"dipole","multistart_eb","matern15","log_sigma_n",-15.8961600124846,"sigma_n",1.24849102049079e-07
"dipole","multistart_eb","matern25","log_ell",-2.20653715961872,"ell",0.110081182835591
"dipole","multistart_eb","matern25","log_sigma_f",-1.76081778886005,"sigma_f",0.171904224964271
"dipole","multistart_eb","matern25","log_sigma_n",-16.4581286540442,"sigma_n",7.11746832533174e-08
"ring","multistart_eb","rbf","log_ell",-2.11746893606197,"ell",0.12033582104078
"ring","multistart_eb","rbf","log_sigma_f",-1.55538200720687,"sigma_f",0.211108722182207
"ring","multistart_eb","rbf","log_sigma_n",-8.15144797524522,"sigma_n",0.000288317580514942
"ring","multistart_eb","matern05","log_ell",-1.92083354244056,"ell",0.14648480992193
"ring","multistart_eb","matern05","log_sigma_f",-1.41345939865816,"sigma_f",0.243300153409093
"ring","multistart_eb","matern05","log_sigma_n",-8.48912540974571,"sigma_n",0.000205693078632267
"ring","multistart_eb","matern15","log_ell",-2.00524883021226,"ell",0.134626792314044
"ring","multistart_eb","matern15","log_sigma_f",-1.507710512696,"sigma_f",0.221416327969021
"ring","multistart_eb","matern15","log_sigma_n",-8.25426215504473,"sigma_n",0.000260147402462885
"ring","multistart_eb","matern25","log_ell",-2.03792196103889,"ell",0.130299196548239
"ring","multistart_eb","matern25","log_sigma_f",-1.52927477290828,"sigma_f",0.216692761805972
"ring","multistart_eb","matern25","log_sigma_n",-8.21052223198562,"sigma_n",0.00027177875266483
"edge","multistart_eb","rbf","log_ell",-1.67365747149918,"ell",0.187559814927431
"edge","multistart_eb","rbf","log_sigma_f",-0.694928193785338,"sigma_f",0.499110285918758
"edge","multistart_eb","rbf","log_sigma_n",-8.06915108826458,"sigma_n",0.000313048919199362
"edge","multistart_eb","matern05","log_ell",0.00416358140738937,"ell",1.00417226115455
"edge","multistart_eb","matern05","log_sigma_f",-0.460179110891915,"sigma_f",0.631170585855538
"edge","multistart_eb","matern05","log_sigma_n",-9.07750262281612,"sigma_n",0.000114206468234349
"edge","multistart_eb","matern15","log_ell",-1.07698663977286,"ell",0.34062039266648
"edge","multistart_eb","matern15","log_sigma_f",-0.616135629261259,"sigma_f",0.540027276176637
"edge","multistart_eb","matern15","log_sigma_n",-8.29104663028494,"sigma_n",0.000250751880842005
"edge","multistart_eb","matern25","log_ell",-1.31051528418015,"ell",0.269681058193005
"edge","multistart_eb","matern25","log_sigma_f",-0.652915831059679,"sigma_f",0.520525796550231
"edge","multistart_eb","matern25","log_sigma_n",-8.20033424798334,"sigma_n",0.000274561782910936
"sine","multistart_eb","rbf","log_ell",-1.08270940426672,"ell",0.338676669417391
"sine","multistart_eb","rbf","log_sigma_f",-0.42285543607778,"sigma_f",0.655173340693857
"sine","multistart_eb","rbf","log_sigma_n",-10.4075348058829,"sigma_n",3.02040418670074e-05
"sine","multistart_eb","matern05","log_ell",0.182321556793955,"ell",1.2
"sine","multistart_eb","matern05","log_sigma_f",-0.598662809952344,"sigma_f",0.549545992429417
"sine","multistart_eb","matern05","log_sigma_n",-15.0766773928418,"sigma_n",2.83323242111421e-07
"sine","multistart_eb","matern15","log_ell",-0.0822471789468428,"ell",0.921044267805199
"sine","multistart_eb","matern15","log_sigma_f",-0.0708245114498392,"sigma_f",0.931625367368169
"sine","multistart_eb","matern15","log_sigma_n",-15.0766773928418,"sigma_n",2.83323242111421e-07
"sine","multistart_eb","matern25","log_ell",-0.452391721653563,"ell",0.636104944834051
"sine","multistart_eb","matern25","log_sigma_f",-0.0554659209470754,"sigma_f",0.946044263413603
"sine","multistart_eb","matern25","log_sigma_n",-11.0702395565775,"sigma_n",1.55688325357422e-05
