"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.86,355.413608782367,NA,355.413608782367,NA,NA,NA
"spike","multistart_eb","matern05",0,3.33,354.832565862224,NA,354.832565862224,NA,NA,NA
"spike","multistart_eb","matern15",0,2.87,355.233244603868,NA,355.233244603868,NA,NA,NA
"spike","multistart_eb","matern25",0,2.78,355.317640912072,NA,355.317640912072,NA,NA,NA
"mixture","multistart_eb","rbf",0,5.29,308.549516393835,NA,308.549516393835,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.72,306.490660702975,NA,306.490660702975,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.8,308.05478612203,NA,308.05478612203,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.33,308.391359127312,NA,308.391359127312,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.13,296.224188993793,NA,296.224188993793,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.05,291.895060115509,NA,291.895060115509,NA,NA,NA
"dipole","multistart_eb","matern15",0,3.89,294.252373835582,NA,294.252373835582,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.95,294.946985572428,NA,294.946985572428,NA,NA,NA
"ring","multistart_eb","rbf",0,6,277.267639461947,NA,277.267639461947,NA,NA,NA
"ring","multistart_eb","matern05",0,4.91999999999999,277.334936299297,NA,277.334936299297,NA,NA,NA
"ring","multistart_eb","matern15",0,4.7,277.267141108945,NA,277.267141108945,NA,NA,NA
"ring","multistart_eb","matern25",0,4.23,277.23944049794,NA,277.23944049794,NA,NA,NA
"edge","multistart_eb","rbf",0,3.84,263.413351546123,NA,263.413351546123,NA,NA,NA
"edge","multistart_eb","matern05",0,3.57000000000001,269.054362814292,NA,269.054362814292,NA,NA,NA
"edge","multistart_eb","matern15",0,2.89999999999999,267.755920782025,NA,267.755920782025,NA,NA,NA
"edge","multistart_eb","matern25",0,3.58999999999999,266.656351122637,NA,266.656351122637,NA,NA,NA
"sine","multistart_eb","rbf",0,2,340.636798679848,NA,340.636798679848,NA,NA,NA
"sine","multistart_eb","matern05",0,4.28999999999999,281.270909557604,NA,281.270909557604,NA,NA,NA
"sine","multistart_eb","matern15",0,3.91000000000001,310.691349968623,NA,310.691349968623,NA,NA,NA
"sine","multistart_eb","matern25",0,2.70999999999999,323.196907224852,NA,323.196907224852,NA,NA,NA
