"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0546405196228266,0.0153931619503051,1.89002018570665e-05,1.05,0.00163824733883176,0.0016382473388318,1.04999999999997,"root located"
"mixture","Broad plus sharp source",0.118044744889436,0.0765858705732679,3.48457665420259e-05,1.05,0.015383866413328,0.0153838664133935,1.04999999999553,"root located"
"dipole","Positive-negative dipole",0.105098336642256,0.0605052800089778,8.7944085158149e-06,1.05,0.0042726315303275,0.00427263153032749,1.05,"root located"
"ring","Ring-shaped source",0.218415956814197,0.136447414268678,5.37097953182694e-05,1.05,0.0125394842545056,0.0125394842545056,1.05,"root located"
"edge","Moving-edge source",0.417749294962159,0.308720476161413,4.0115948315633e-05,1.05,0.0361503228475578,0.0361503228473583,1.05000000000579,"root located"
"sine","Sine-cosine source",0.313834706634755,0.228507788529522,2.70957688555259e-05,1.05,0.0208242582951836,0.0208242582951895,1.0499999999997,"root located"
