"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,2.96,319.140779661425,NA,319.140779661425,NA,NA,NA
"spike","multistart_eb","matern05",0,3.01,319.118666143229,NA,319.118666143229,NA,NA,NA
"spike","multistart_eb","matern15",0,6.44,319.128433061013,NA,319.128433061013,NA,NA,NA
"spike","multistart_eb","matern25",0,7.72,319.13191758544,NA,319.13191758544,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.65,215.745584550054,NA,215.745584550054,NA,NA,NA
"mixture","multistart_eb","matern05",0,4.96,215.400399376367,NA,215.400399376367,NA,NA,NA
"mixture","multistart_eb","matern15",0,5.5,215.540220560667,NA,215.540220560667,NA,NA,NA
"mixture","multistart_eb","matern25",0,5.75,215.59958983189,NA,215.59958983189,NA,NA,NA
"dipole","multistart_eb","rbf",0,7.36,259.829400142395,NA,259.829400142395,NA,NA,NA
"dipole","multistart_eb","matern05",0,11.58,259.784452809217,NA,259.784452809217,NA,NA,NA
"dipole","multistart_eb","matern15",0,9.55,259.800666905319,NA,259.800666905319,NA,NA,NA
"dipole","multistart_eb","matern25",0,9.42,259.808240384574,NA,259.808240384574,NA,NA,NA
"ring","multistart_eb","rbf",0,4.91000000000001,230.189946560537,NA,230.189946560537,NA,NA,NA
"ring","multistart_eb","matern05",0,5.16,229.404971500931,NA,229.404971500931,NA,NA,NA
"ring","multistart_eb","matern15",0,5.19999999999999,229.662914027984,NA,229.662914027984,NA,NA,NA
"ring","multistart_eb","matern25",0,5.38,229.792838114763,NA,229.792838114763,NA,NA,NA
"edge","multistart_eb","rbf",0,5.63,183.003976448493,NA,183.003976448493,NA,NA,NA
"edge","multistart_eb","matern05",0,4.92,181.861729766003,NA,181.861729766003,NA,NA,NA
"edge","multistart_eb","matern15",0,4.7,182.482617059068,NA,182.482617059068,NA,NA,NA
"edge","multistart_eb","matern25",0,5.03,182.713644074701,NA,182.713644074701,NA,NA,NA
"sine","multistart_eb","rbf",0,4.84,204.190602701671,NA,204.190602701671,NA,NA,NA
"sine","multistart_eb","matern05",0,4.88000000000001,203.316006255078,NA,203.316006255078,NA,NA,NA
"sine","multistart_eb","matern15",0,4.34999999999999,203.616772339947,NA,203.616772339947,NA,NA,NA
"sine","multistart_eb","matern25",0,4.82999999999998,203.756056142316,NA,203.756056142316,NA,NA,NA
