"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0542988547211945,0.0273372907636561,0.975014872099941,0.187480935791576,0.109812983343248,0.0218012674735718,-1.41437340573196
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0539958988099383,0.0243171679880714,0.991076740035693,0.310109810565636,0.178122025580012,0.0254877862880884,-1.38078738030056
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0542847302448143,0.0271264881208316,0.989886972040452,0.248821111178144,0.155442073170732,0.0237478807008349,-1.45587797185627
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0543322905320671,0.0274900825750895,0.98750743604997,0.228120852915939,0.142057183224271,0.0231371795738377,-1.46332764389011
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.102007347389828,0.0640901118659497,0.933372992266508,0.349480842324119,0.0441266359309934,0.0480358965993245,-0.41488352506416
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.105593618977789,0.0664281797755317,0.988697204045211,0.624021500291569,0.152839455681142,0.0567338198198829,-0.67210371384769
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.103276599526162,0.0645070591073072,0.983938132064248,0.440562776794378,0.100815362879239,0.0499027093007479,-0.709163970295185
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.102595676817912,0.0640840715930847,0.972635336109459,0.401151688237802,0.0791020969660916,0.0487940417748009,-0.643936872616304
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0814861804806732,0.0550538513220588,0.96192742415229,0.364207815307061,0.0779086109458656,0.043508622227854,-0.982470380705392
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0808830079545522,0.0562714308501541,0.994646044021416,0.774528774729792,0.174775803093397,0.0585807031825425,-0.614622624358455
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0788068036499818,0.0555875166302566,0.981558596073766,0.536660107141804,0.139854625223082,0.0481858223797451,-0.887196778147522
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0790202677485372,0.0550236761612849,0.975014872099941,0.471232238514647,0.122008105294468,0.0458848994411413,-0.955478363193573
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.224939091552718,0.146889996235556,0.623438429506246,0.298791035817013,0.249227766210589,0.128362812140289,8.35985074290486
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.216925641246028,0.140489434277337,0.830458060678168,0.595227741077421,0.0821694675788221,0.115020538427344,0.280359831311314
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.221716593082713,0.143993476267163,0.759666864961333,0.401097967681727,0.14750260261749,0.121419326356291,2.32183720777258
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.223347835338551,0.145320242940256,0.710886377156455,0.357392256156402,0.18676494646044,0.12420190306096,3.84137147645154
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.323629900450361,0.256352732234612,0.523497917906008,0.433171361473286,0.399287254610351,0.210391038604074,6.98199588054036
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.307129996822014,0.237737696038146,0.863771564544914,1.00906778035205,0.0551468619869125,0.173295282648873,0.317253296608204
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.317341924285288,0.250750786694844,0.65437239738251,0.558945653739943,0.29198505353956,0.196166183874659,2.47190886827086
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.320495065493584,0.253987883222364,0.583581201665675,0.490560583675847,0.349242638310529,0.203506563895238,4.21697608407271
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.141600732110739,0.111620406014448,0.998215348007139,0.622421196465342,0.0415961481261154,0.0771758046286873,-0.627659432580359
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.176521264127004,0.134007262584307,1,1.41565005820841,0.167785916121356,0.114911174717808,0.00132833034885694
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.157151752696192,0.122463059866285,1,0.877696738576248,0.118559265318263,0.0885897499629734,-0.39621732556666
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.1508606223246,0.11845565343942,1,0.760801582616159,0.0896330309339679,0.0832274560174211,-0.504146442168821
