"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.11,319.608054085519,NA,319.608054085519,NA,NA,NA
"spike","multistart_eb","matern05",0,3.03,319.568687441741,NA,319.568687441741,NA,NA,NA
"spike","multistart_eb","matern15",0,3.08,319.588100048717,NA,319.588100048717,NA,NA,NA
"spike","multistart_eb","matern25",0,3.56,319.594577643977,NA,319.594577643977,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.58,233.04655941245,NA,233.04655941245,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.82,232.843593414754,NA,232.843593414754,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.96,232.934035560795,NA,232.934035560795,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.76,232.969584573818,NA,232.969584573818,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.32,270.175460884523,NA,270.175460884523,NA,NA,NA
"dipole","multistart_eb","matern05",0,2.37,269.694365375347,NA,269.694365375347,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.18,269.889883209686,NA,269.889883209686,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.14,269.963031477249,NA,269.963031477249,NA,NA,NA
"ring","multistart_eb","rbf",0,2.26,226.263714216041,NA,226.263714216041,NA,NA,NA
"ring","multistart_eb","matern05",0,1.98,225.732729508202,NA,225.732729508202,NA,NA,NA
"ring","multistart_eb","matern15",0,2.24,225.920500140169,NA,225.920500140169,NA,NA,NA
"ring","multistart_eb","matern25",0,1.95,226.010326668844,NA,226.010326668844,NA,NA,NA
"edge","multistart_eb","rbf",0,2.22,189.330231305416,NA,189.330231305416,NA,NA,NA
"edge","multistart_eb","matern05",0,2.15,187.989535965456,NA,187.989535965456,NA,NA,NA
"edge","multistart_eb","matern15",0,3.17,188.832015582323,NA,188.832015582323,NA,NA,NA
"edge","multistart_eb","matern25",0,5.28,189.043268541305,NA,189.043268541305,NA,NA,NA
"sine","multistart_eb","rbf",0,3.89,205.061209541701,NA,205.061209541701,NA,NA,NA
"sine","multistart_eb","matern05",0,4.71,203.160256724227,NA,203.160256724227,NA,NA,NA
"sine","multistart_eb","matern15",0,4.84,203.907134165652,NA,203.907134165652,NA,NA,NA
"sine","multistart_eb","matern25",0,4.61,204.257928557355,NA,204.257928557355,NA,NA,NA
