"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.77261568787592,"ell",0.0624983146704643
"spike","multistart_eb","rbf","log_sigma_f",-2.8013673300861,"sigma_f",0.0607269720161432
"spike","multistart_eb","rbf","log_sigma_n",-8.43926655660167,"sigma_n",0.000216208668963046
"spike","multistart_eb","matern05","log_ell",-3.17923988392811,"ell",0.0416172770626412
"spike","multistart_eb","matern05","log_sigma_f",-2.45941542432649,"sigma_f",0.0854849087619575
"spike","multistart_eb","matern05","log_sigma_n",-8.54021074777869,"sigma_n",0.000195449065349902
"spike","multistart_eb","matern15","log_ell",-2.97322225690611,"ell",0.05113826393964
"spike","multistart_eb","matern15","log_sigma_f",-2.61003238679854,"sigma_f",0.0735321622531672
"spike","multistart_eb","matern15","log_sigma_n",-8.48599024543784,"sigma_n",0.000206338972192937
"spike","multistart_eb","matern25","log_ell",-2.90694516502799,"ell",0.0546423986771589
"spike","multistart_eb","matern25","log_sigma_f",-2.66870187455108,"sigma_f",0.0693421817601614
"spike","multistart_eb","matern25","log_sigma_n",-8.47007819064947,"sigma_n",0.000209648510169087
"mixture","multistart_eb","rbf","log_ell",-1.53413927178775,"ell",0.215641219795029
"mixture","multistart_eb","rbf","log_sigma_f",-1.52676426903829,"sigma_f",0.217237453262007
"mixture","multistart_eb","rbf","log_sigma_n",-6.45924917460285,"sigma_n",0.0015659710399333
"mixture","multistart_eb","matern05","log_ell",-1.3748824435916,"ell",0.252869320466658
"mixture","multistart_eb","matern05","log_sigma_f",-1.37130947637681,"sigma_f",0.253774430259227
"mixture","multistart_eb","matern05","log_sigma_n",-6.48155046682515,"sigma_n",0.00153143439939775
"mixture","multistart_eb","matern15","log_ell",-1.4210985902194,"ell",0.241448618051162
"mixture","multistart_eb","matern15","log_sigma_f",-1.48086420249968,"sigma_f",0.227441048305152
"mixture","multistart_eb","matern15","log_sigma_n",-6.46717198271182,"sigma_n",0.00155361317103447
"mixture","multistart_eb","matern25","log_ell",-1.45073211087494,"ell",0.234398619482843
"mixture","multistart_eb","matern25","log_sigma_f",-1.50211844812516,"sigma_f",0.222657970809899
"mixture","multistart_eb","matern25","log_sigma_n",-6.46363488876188,"sigma_n",0.00155911817690432
"dipole","multistart_eb","rbf","log_ell",-2.27296457692699,"ell",0.103006356720175
"dipole","multistart_eb","rbf","log_sigma_f",-1.77167713617515,"sigma_f",0.170047556629264
